Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pX	 L2N20pX	 L3N20pX	 L1N20FX	 L2N20FX	 L3N20FX	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
155.46	 903668	 916656	 916656	 6.04861	 -1.75139	 -1.75139	 727140	 -370955	 -370955	 
155.47	 903738	 916620	 916620	 6.04578	 -1.75422	 -1.75422	 727209	 -370934	 -370934	 
155.48	 903807	 916583	 916583	 6.04296	 -1.75704	 -1.75704	 727279	 -370914	 -370914	 
155.49	 903876	 916546	 916546	 6.04014	 -1.75986	 -1.75986	 727349	 -370893	 -370893	 
155.5	 903945	 916510	 916510	 6.03731	 -1.76269	 -1.76269	 727418	 -370872	 -370872	 
155.51	 904014	 916473	 916473	 6.03449	 -1.76551	 -1.76551	 727488	 -370852	 -370852	 
155.52	 904083	 916436	 916436	 6.03167	 -1.76833	 -1.76833	 727557	 -370831	 -370831	 
155.53	 904152	 916400	 916400	 6.02884	 -1.77116	 -1.77116	 727627	 -370811	 -370811	 
155.54	 904221	 916363	 916363	 6.02602	 -1.77398	 -1.77398	 727696	 -370790	 -370790	 
155.55	 904290	 916327	 916327	 6.0232	 -1.7768	 -1.7768	 727766	 -370770	 -370770	 
155.56	 904358	 916291	 916291	 6.02037	 -1.77963	 -1.77963	 727835	 -370749	 -370749	 
155.57	 904427	 916254	 916254	 6.01755	 -1.78245	 -1.78245	 727904	 -370728	 -370728	 
155.58	 904495	 916218	 916218	 6.01473	 -1.78527	 -1.78527	 727973	 -370708	 -370708	 
155.59	 904564	 916181	 916181	 6.0119	 -1.7881	 -1.7881	 728042	 -370687	 -370687	 
155.6	 904632	 916145	 916145	 6.00908	 -1.79092	 -1.79092	 728111	 -370667	 -370667	 
155.61	 904700	 916109	 916109	 6.00625	 -1.79375	 -1.79375	 728180	 -370646	 -370646	 
155.62	 904769	 916072	 916072	 6.00343	 -1.79657	 -1.79657	 728249	 -370626	 -370626	 
155.63	 904837	 916036	 916036	 6.00061	 -1.79939	 -1.79939	 728318	 -370605	 -370605	 
155.64	 904905	 916000	 916000	 5.99778	 -1.80222	 -1.80222	 728387	 -370584	 -370584	 
155.65	 904973	 915964	 915964	 5.99496	 -1.80504	 -1.80504	 728456	 -370564	 -370564	 
155.66	 905041	 915927	 915927	 5.99214	 -1.80786	 -1.80786	 728524	 -370543	 -370543	 
155.67	 905109	 915891	 915891	 5.98931	 -1.81069	 -1.81069	 728593	 -370523	 -370523	 
155.68	 905177	 915855	 915855	 5.98649	 -1.81351	 -1.81351	 728662	 -370502	 -370502	 
155.69	 905245	 915819	 915819	 5.98366	 -1.81634	 -1.81634	 728730	 -370482	 -370482	 
155.7	 905313	 915783	 915783	 5.98084	 -1.81916	 -1.81916	 728799	 -370461	 -370461	 
155.71	 905381	 915746	 915746	 5.97802	 -1.82198	 -1.82198	 728868	 -370441	 -370441	 
155.72	 905448	 915710	 915710	 5.97519	 -1.82481	 -1.82481	 728936	 -370420	 -370420	 
155.73	 905516	 915674	 915674	 5.97237	 -1.82763	 -1.82763	 729005	 -370399	 -370399	 
155.74	 905584	 915638	 915638	 5.96955	 -1.83045	 -1.83045	 729073	 -370379	 -370379	 
155.75	 905652	 915602	 915602	 5.96672	 -1.83328	 -1.83328	 729142	 -370358	 -370358	 
155.76	 905719	 915566	 915566	 5.9639	 -1.8361	 -1.8361	 729210	 -370338	 -370338	 
155.77	 905787	 915529	 915529	 5.96107	 -1.83893	 -1.83893	 729279	 -370317	 -370317	 
155.78	 905855	 915493	 915493	 5.95825	 -1.84175	 -1.84175	 729347	 -370296	 -370296	 
155.79	 905922	 915457	 915457	 5.95543	 -1.84457	 -1.84457	 729416	 -370276	 -370276	 
155.8	 905990	 915421	 915421	 5.9526	 -1.8474	 -1.8474	 729484	 -370255	 -370255	 
155.81	 906058	 915385	 915385	 5.94978	 -1.85022	 -1.85022	 729553	 -370235	 -370235	 
155.82	 906126	 915349	 915349	 5.94695	 -1.85305	 -1.85305	 729621	 -370214	 -370214	 
155.83	 906193	 915313	 915313	 5.94413	 -1.85587	 -1.85587	 729690	 -370194	 -370194	 
155.84	 906261	 915276	 915276	 5.94131	 -1.85869	 -1.85869	 729758	 -370173	 -370173	 
155.85	 906329	 915240	 915240	 5.93848	 -1.86152	 -1.86152	 729827	 -370152	 -370152	 
155.86	 906397	 915204	 915204	 5.93566	 -1.86434	 -1.86434	 729895	 -370132	 -370132	 
155.87	 906465	 915168	 915168	 5.93283	 -1.86717	 -1.86717	 729964	 -370111	 -370111	 
155.88	 906533	 915132	 915132	 5.93001	 -1.86999	 -1.86999	 730033	 -370090	 -370090	 
155.89	 906601	 915095	 915095	 5.92719	 -1.87281	 -1.87281	 730101	 -370070	 -370070	 
155.9	 906669	 915059	 915059	 5.92436	 -1.87564	 -1.87564	 730170	 -370049	 -370049	 
155.91	 906737	 915023	 915023	 5.92154	 -1.87846	 -1.87846	 730239	 -370029	 -370029	 
155.92	 906805	 914987	 914987	 5.91871	 -1.88129	 -1.88129	 730308	 -370008	 -370008	 
155.93	 906873	 914950	 914950	 5.91589	 -1.88411	 -1.88411	 730377	 -369987	 -369987	 
155.94	 906941	 914914	 914914	 5.91307	 -1.88693	 -1.88693	 730445	 -369967	 -369967	 
155.95	 907010	 914878	 914878	 5.91024	 -1.88976	 -1.88976	 730514	 -369946	 -369946	 
155.96	 907078	 914841	 914841	 5.90742	 -1.89258	 -1.89258	 730583	 -369925	 -369925	 
155.97	 907147	 914805	 914805	 5.90459	 -1.89541	 -1.89541	 730652	 -369905	 -369905	 
155.98	 907215	 914769	 914769	 5.90177	 -1.89823	 -1.89823	 730722	 -369884	 -369884	 
155.99	 907284	 914732	 914732	 5.89895	 -1.90105	 -1.90105	 730791	 -369863	 -369863	 
156	 907352	 914696	 914696	 5.89612	 -1.90388	 -1.90388	 730860	 -369843	 -369843	 
156.01	 907421	 914660	 914660	 5.8933	 -1.9067	 -1.9067	 730929	 -369822	 -369822	 
156.02	 907490	 914623	 914623	 5.89047	 -1.90953	 -1.90953	 730998	 -369801	 -369801	 
156.03	 907559	 914587	 914587	 5.88765	 -1.91235	 -1.91235	 731068	 -369781	 -369781	 
156.04	 907627	 914550	 914550	 5.88483	 -1.91517	 -1.91517	 731137	 -369760	 -369760	 
156.05	 907696	 914514	 914514	 5.882	 -1.918	 -1.918	 731207	 -369739	 -369739	 
156.06	 907765	 914478	 914478	 5.87918	 -1.92082	 -1.92082	 731276	 -369719	 -369719	 
156.07	 907835	 914441	 914441	 5.87635	 -1.92364	 -1.92364	 731346	 -369698	 -369698	 
156.08	 907904	 914405	 914405	 5.87353	 -1.92647	 -1.92647	 731416	 -369677	 -369677	 
156.09	 907973	 914368	 914368	 5.87071	 -1.92929	 -1.92929	 731485	 -369657	 -369657	 
156.1	 908042	 914332	 914332	 5.86788	 -1.93212	 -1.93212	 731555	 -369636	 -369636	 
156.11	 908112	 914295	 914295	 5.86506	 -1.93494	 -1.93494	 731625	 -369615	 -369615	 
156.12	 908181	 914259	 914259	 5.86224	 -1.93776	 -1.93776	 731695	 -369594	 -369594	 
156.13	 908251	 914222	 914222	 5.85941	 -1.94059	 -1.94059	 731765	 -369574	 -369574	 
156.14	 908321	 914185	 914185	 5.85659	 -1.94341	 -1.94341	 731835	 -369553	 -369553	 
156.15	 908390	 914149	 914149	 5.85376	 -1.94624	 -1.94624	 731905	 -369532	 -369532	 
156.16	 908460	 914112	 914112	 5.85094	 -1.94906	 -1.94906	 731975	 -369512	 -369512	 
156.17	 908530	 914076	 914076	 5.84812	 -1.95188	 -1.95188	 732045	 -369491	 -369491	 
156.18	 908600	 914039	 914039	 5.84529	 -1.95471	 -1.95471	 732115	 -369471	 -369471	 
156.19	 908670	 914002	 914002	 5.84247	 -1.95753	 -1.95753	 732186	 -369450	 -369450	 
156.2	 908740	 913966	 913966	 5.83965	 -1.96035	 -1.96035	 732256	 -369429	 -369429	 
156.21	 908810	 913929	 913929	 5.83682	 -1.96318	 -1.96318	 732326	 -369409	 -369409	 
156.22	 908880	 913892	 913892	 5.834	 -1.966	 -1.966	 732397	 -369388	 -369388	 
156.23	 908951	 913856	 913856	 5.83118	 -1.96882	 -1.96882	 732467	 -369367	 -369367	 
156.24	 909021	 913819	 913819	 5.82835	 -1.97165	 -1.97165	 732538	 -369347	 -369347	 
156.25	 909091	 913782	 913782	 5.82553	 -1.97447	 -1.97447	 732609	 -369326	 -369326	 
156.26	 909162	 913746	 913746	 5.8227	 -1.9773	 -1.9773	 732679	 -369305	 -369305	 
156.27	 909232	 913709	 913709	 5.81988	 -1.98012	 -1.98012	 732750	 -369285	 -369285	 
156.28	 909303	 913672	 913672	 5.81706	 -1.98294	 -1.98294	 732821	 -369264	 -369264	 
156.29	 909373	 913635	 913635	 5.81423	 -1.98577	 -1.98577	 732891	 -369244	 -369244	 
156.3	 909444	 913599	 913599	 5.81141	 -1.98859	 -1.98859	 732962	 -369223	 -369223	 
156.31	 909515	 913562	 913562	 5.80859	 -1.99141	 -1.99141	 733033	 -369202	 -369202	 
156.32	 909586	 913525	 913525	 5.80576	 -1.99424	 -1.99424	 733104	 -369182	 -369182	 
156.33	 909656	 913488	 913488	 5.80294	 -1.99706	 -1.99706	 733175	 -369161	 -369161	 
156.34	 909727	 913452	 913452	 5.80012	 -1.99988	 -1.99988	 733246	 -369141	 -369141	 
156.35	 909798	 913415	 913415	 5.79729	 -2.00271	 -2.00271	 733317	 -369120	 -369120	 
156.36	 909869	 913378	 913378	 5.79447	 -2.00553	 -2.00553	 733388	 -369100	 -369100	 
156.37	 909940	 913341	 913341	 5.79165	 -2.00835	 -2.00835	 733459	 -369079	 -369079	 
156.38	 910011	 913304	 913304	 5.78882	 -2.01118	 -2.01118	 733530	 -369059	 -369059	 
156.39	 910082	 913268	 913268	 5.786	 -2.014	 -2.014	 733601	 -369038	 -369038	 
156.4	 910153	 913231	 913231	 5.78318	 -2.01682	 -2.01682	 733672	 -369018	 -369018	 
156.41	 910225	 913194	 913194	 5.78036	 -2.01964	 -2.01964	 733743	 -368997	 -368997	 
156.42	 910296	 913157	 913157	 5.77753	 -2.02247	 -2.02247	 733815	 -368977	 -368977	 
156.43	 910367	 913120	 913120	 5.77471	 -2.02529	 -2.02529	 733886	 -368956	 -368956	 
156.44	 910438	 913083	 913083	 5.77189	 -2.02811	 -2.02811	 733957	 -368936	 -368936	 
156.45	 910510	 913046	 913046	 5.76906	 -2.03094	 -2.03094	 734029	 -368915	 -368915	 
156.46	 910581	 913009	 913009	 5.76624	 -2.03376	 -2.03376	 734100	 -368895	 -368895	 
156.47	 910652	 912972	 912972	 5.76342	 -2.03658	 -2.03658	 734171	 -368874	 -368874	 
156.48	 910724	 912935	 912935	 5.76059	 -2.03941	 -2.03941	 734243	 -368854	 -368854	 
156.49	 910796	 912899	 912899	 5.75777	 -2.04223	 -2.04223	 734314	 -368833	 -368833	 
156.5	 910867	 912862	 912862	 5.75495	 -2.04505	 -2.04505	 734386	 -368813	 -368813	 
156.51	 910939	 912825	 912825	 5.75213	 -2.04787	 -2.04787	 734457	 -368792	 -368792	 
156.52	 911011	 912788	 912788	 5.7493	 -2.0507	 -2.0507	 734529	 -368772	 -368772	 
156.53	 911082	 912751	 912751	 5.74648	 -2.05352	 -2.05352	 734600	 -368752	 -368752	 
156.54	 911153	 912714	 912714	 5.74366	 -2.05634	 -2.05634	 734671	 -368731	 -368731	 
156.55	 911224	 912677	 912677	 5.74084	 -2.05916	 -2.05916	 734743	 -368711	 -368711	 
156.56	 911297	 912640	 912640	 5.73801	 -2.06199	 -2.06199	 734815	 -368691	 -368691	 
156.57	 911369	 912603	 912603	 5.73519	 -2.06481	 -2.06481	 734887	 -368670	 -368670	 
156.58	 911441	 912566	 912566	 5.73237	 -2.06763	 -2.06763	 734959	 -368650	 -368650	 
156.59	 911513	 912529	 912529	 5.72955	 -2.07045	 -2.07045	 735031	 -368629	 -368629	 
156.6	 911585	 912492	 912492	 5.72673	 -2.07327	 -2.07327	 735103	 -368609	 -368609	 
156.61	 911658	 912454	 912454	 5.7239	 -2.0761	 -2.0761	 735175	 -368589	 -368589	 
156.62	 911730	 912417	 912417	 5.72108	 -2.07892	 -2.07892	 735247	 -368568	 -368568	 
156.63	 911802	 912380	 912380	 5.71826	 -2.08174	 -2.08174	 735319	 -368548	 -368548	 
156.64	 911875	 912343	 912343	 5.71544	 -2.08456	 -2.08456	 735391	 -368527	 -368527	 
156.65	 911947	 912305	 912305	 5.71261	 -2.08739	 -2.08739	 735464	 -368507	 -368507	 
156.66	 912020	 912268	 912268	 5.70979	 -2.09021	 -2.09021	 735536	 -368487	 -368487	 
156.67	 912093	 912231	 912231	 5.70697	 -2.09303	 -2.09303	 735608	 -368466	 -368466	 
156.68	 912165	 912194	 912194	 5.70415	 -2.09585	 -2.09585	 735681	 -368446	 -368446	 
156.69	 912238	 912156	 912156	 5.70133	 -2.09867	 -2.09867	 735754	 -368426	 -368426	 
156.7	 912311	 912119	 912119	 5.69851	 -2.10149	 -2.10149	 735826	 -368405	 -368405	 
156.71	 912384	 912082	 912082	 5.69568	 -2.10432	 -2.10432	 735899	 -368385	 -368385	 
156.72	 912458	 912044	 912044	 5.69286	 -2.10714	 -2.10714	 735972	 -368364	 -368364	 
156.73	 912531	 912007	 912007	 5.69004	 -2.10996	 -2.10996	 736044	 -368344	 -368344	 
156.74	 912604	 911969	 911969	 5.68722	 -2.11278	 -2.11278	 736117	 -368324	 -368324	 
156.75	 912677	 911932	 911932	 5.6844	 -2.1156	 -2.1156	 736190	 -368303	 -368303	 
156.76	 912751	 911895	 911895	 5.68158	 -2.11842	 -2.11842	 736263	 -368283	 -368283	 
156.77	 912825	 911857	 911857	 5.67876	 -2.12124	 -2.12124	 736336	 -368263	 -368263	 
156.78	 912898	 911820	 911820	 5.67593	 -2.12407	 -2.12407	 736409	 -368242	 -368242	 
156.79	 912972	 911782	 911782	 5.67311	 -2.12689	 -2.12689	 736483	 -368222	 -368222	 
156.8	 913046	 911745	 911745	 5.67029	 -2.12971	 -2.12971	 736556	 -368202	 -368202	 
156.81	 913120	 911707	 911707	 5.66747	 -2.13253	 -2.13253	 736629	 -368181	 -368181	 
156.82	 913194	 911669	 911669	 5.66465	 -2.13535	 -2.13535	 736703	 -368161	 -368161	 
156.83	 913268	 911632	 911632	 5.66183	 -2.13817	 -2.13817	 736776	 -368141	 -368141	 
156.84	 913342	 911594	 911594	 5.65901	 -2.14099	 -2.14099	 736850	 -368120	 -368120	 
156.85	 913416	 911557	 911557	 5.65619	 -2.14381	 -2.14381	 736923	 -368100	 -368100	 
156.86	 913490	 911519	 911519	 5.65337	 -2.14663	 -2.14663	 736997	 -368080	 -368080	 
156.87	 913565	 911482	 911482	 5.65055	 -2.14945	 -2.14945	 737071	 -368059	 -368059	 
156.88	 913639	 911444	 911444	 5.64773	 -2.15227	 -2.15227	 737145	 -368039	 -368039	 
156.89	 913714	 911406	 911406	 5.6449	 -2.1551	 -2.1551	 737219	 -368018	 -368018	 
156.9	 913788	 911369	 911369	 5.64208	 -2.15792	 -2.15792	 737293	 -367998	 -367998	 
156.91	 913863	 911331	 911331	 5.63926	 -2.16074	 -2.16074	 737367	 -367978	 -367978	 
156.92	 913938	 911293	 911293	 5.63644	 -2.16356	 -2.16356	 737441	 -367957	 -367957	 
156.93	 914013	 911256	 911256	 5.63362	 -2.16638	 -2.16638	 737515	 -367937	 -367937	 
156.94	 914088	 911218	 911218	 5.6308	 -2.1692	 -2.1692	 737589	 -367917	 -367917	 
156.95	 914163	 911180	 911180	 5.62798	 -2.17202	 -2.17202	 737663	 -367896	 -367896	 
156.96	 914238	 911143	 911143	 5.62516	 -2.17484	 -2.17484	 737737	 -367876	 -367876	 
156.97	 914313	 911105	 911105	 5.62234	 -2.17766	 -2.17766	 737812	 -367856	 -367856	 
156.98	 914388	 911067	 911067	 5.61952	 -2.18048	 -2.18048	 737886	 -367835	 -367835	 
156.99	 914463	 911030	 911030	 5.6167	 -2.1833	 -2.1833	 737961	 -367815	 -367815	 
157	 914538	 910992	 910992	 5.61388	 -2.18612	 -2.18612	 738035	 -367795	 -367795	 
157.01	 914614	 910954	 910954	 5.61106	 -2.18894	 -2.18894	 738110	 -367774	 -367774	 
157.02	 914689	 910917	 910917	 5.60824	 -2.19176	 -2.19176	 738184	 -367754	 -367754	 
157.03	 914765	 910879	 910879	 5.60542	 -2.19458	 -2.19458	 738259	 -367734	 -367734	 
157.04	 914840	 910841	 910841	 5.6026	 -2.19739	 -2.19739	 738334	 -367713	 -367713	 
157.05	 914916	 910804	 910804	 5.59979	 -2.20021	 -2.20021	 738408	 -367693	 -367693	 
