Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pX	 L2N20pX	 L3N20pX	 L1N20FX	 L2N20FX	 L3N20FX	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
8.32	 715758	 1.04219e+06	 1.04219e+06	 14.4291	 6.62906	 6.62906	 540487	 -440508	 -440508	 
8.33	 715714	 1.04215e+06	 1.04215e+06	 14.4272	 6.62724	 6.62724	 540462	 -440485	 -440485	 
8.34	 715669	 1.04211e+06	 1.04211e+06	 14.4254	 6.62542	 6.62542	 540439	 -440464	 -440464	 
8.35	 715626	 1.04207e+06	 1.04207e+06	 14.4236	 6.62359	 6.62359	 540415	 -440442	 -440442	 
8.36	 715583	 1.04204e+06	 1.04204e+06	 14.4218	 6.62177	 6.62177	 540393	 -440421	 -440421	 
8.37	 715540	 1.042e+06	 1.042e+06	 14.4199	 6.61994	 6.61994	 540370	 -440401	 -440401	 
8.38	 715499	 1.04197e+06	 1.04197e+06	 14.4181	 6.61811	 6.61811	 540349	 -440381	 -440381	 
8.39	 715458	 1.04193e+06	 1.04193e+06	 14.4163	 6.61628	 6.61628	 540328	 -440361	 -440361	 
8.4	 715418	 1.0419e+06	 1.0419e+06	 14.4144	 6.61444	 6.61444	 540308	 -440342	 -440342	 
8.41	 715380	 1.04186e+06	 1.04186e+06	 14.4126	 6.61261	 6.61261	 540288	 -440322	 -440322	 
8.42	 715342	 1.04183e+06	 1.04183e+06	 14.4108	 6.61077	 6.61077	 540270	 -440304	 -440304	 
8.43	 715306	 1.0418e+06	 1.0418e+06	 14.4089	 6.60893	 6.60893	 540252	 -440286	 -440286	 
8.44	 715271	 1.04177e+06	 1.04177e+06	 14.4071	 6.60709	 6.60709	 540236	 -440268	 -440268	 
8.45	 715237	 1.04173e+06	 1.04173e+06	 14.4052	 6.60524	 6.60524	 540220	 -440250	 -440250	 
8.46	 715205	 1.0417e+06	 1.0417e+06	 14.4034	 6.60339	 6.60339	 540206	 -440233	 -440233	 
8.47	 715174	 1.04167e+06	 1.04167e+06	 14.4015	 6.60155	 6.60155	 540192	 -440216	 -440216	 
8.48	 715144	 1.04164e+06	 1.04164e+06	 14.3997	 6.59969	 6.59969	 540180	 -440199	 -440199	 
8.49	 715117	 1.04162e+06	 1.04162e+06	 14.3978	 6.59784	 6.59784	 540170	 -440183	 -440183	 
8.5	 715091	 1.04159e+06	 1.04159e+06	 14.396	 6.59599	 6.59599	 540160	 -440167	 -440167	 
8.51	 715067	 1.04156e+06	 1.04156e+06	 14.3941	 6.59413	 6.59413	 540152	 -440151	 -440151	 
8.52	 715044	 1.04153e+06	 1.04153e+06	 14.3923	 6.59227	 6.59227	 540145	 -440136	 -440136	 
8.53	 715024	 1.0415e+06	 1.0415e+06	 14.3904	 6.59041	 6.59041	 540140	 -440121	 -440121	 
8.54	 715005	 1.04148e+06	 1.04148e+06	 14.3885	 6.58855	 6.58855	 540136	 -440106	 -440106	 
8.55	 714988	 1.04145e+06	 1.04145e+06	 14.3867	 6.58668	 6.58668	 540134	 -440091	 -440091	 
8.56	 714973	 1.04143e+06	 1.04143e+06	 14.3848	 6.58482	 6.58482	 540133	 -440077	 -440077	 
8.57	 714961	 1.0414e+06	 1.0414e+06	 14.3829	 6.58295	 6.58295	 540134	 -440063	 -440063	 
8.58	 714950	 1.04138e+06	 1.04138e+06	 14.3811	 6.58108	 6.58108	 540136	 -440049	 -440049	 
8.59	 714941	 1.04135e+06	 1.04135e+06	 14.3792	 6.5792	 6.5792	 540140	 -440035	 -440035	 
8.6	 714934	 1.04133e+06	 1.04133e+06	 14.3773	 6.57733	 6.57733	 540145	 -440022	 -440022	 
8.61	 714930	 1.0413e+06	 1.0413e+06	 14.3755	 6.57545	 6.57545	 540152	 -440009	 -440009	 
8.62	 714927	 1.04128e+06	 1.04128e+06	 14.3736	 6.57357	 6.57357	 540161	 -439996	 -439996	 
8.63	 714927	 1.04126e+06	 1.04126e+06	 14.3717	 6.57169	 6.57169	 540171	 -439984	 -439984	 
8.64	 714928	 1.04123e+06	 1.04123e+06	 14.3698	 6.56981	 6.56981	 540183	 -439971	 -439971	 
8.65	 714932	 1.04121e+06	 1.04121e+06	 14.3679	 6.56792	 6.56792	 540197	 -439959	 -439959	 
8.66	 714937	 1.04119e+06	 1.04119e+06	 14.366	 6.56604	 6.56604	 540212	 -439947	 -439947	 
8.67	 714945	 1.04116e+06	 1.04116e+06	 14.3641	 6.56415	 6.56415	 540228	 -439935	 -439935	 
8.68	 714955	 1.04114e+06	 1.04114e+06	 14.3623	 6.56226	 6.56226	 540246	 -439924	 -439924	 
8.69	 714966	 1.04112e+06	 1.04112e+06	 14.3604	 6.56036	 6.56036	 540266	 -439912	 -439912	 
8.7	 714980	 1.0411e+06	 1.0411e+06	 14.3585	 6.55847	 6.55847	 540287	 -439901	 -439901	 
8.71	 714996	 1.04108e+06	 1.04108e+06	 14.3566	 6.55657	 6.55657	 540310	 -439890	 -439890	 
8.72	 715013	 1.04106e+06	 1.04106e+06	 14.3547	 6.55467	 6.55467	 540334	 -439880	 -439880	 
8.73	 715033	 1.04104e+06	 1.04104e+06	 14.3528	 6.55277	 6.55277	 540360	 -439869	 -439869	 
8.74	 715054	 1.04102e+06	 1.04102e+06	 14.3509	 6.55087	 6.55087	 540387	 -439859	 -439859	 
8.75	 715077	 1.041e+06	 1.041e+06	 14.349	 6.54896	 6.54896	 540415	 -439849	 -439849	 
8.76	 715102	 1.04098e+06	 1.04098e+06	 14.3471	 6.54705	 6.54705	 540445	 -439839	 -439839	 
8.77	 715128	 1.04096e+06	 1.04096e+06	 14.3451	 6.54515	 6.54515	 540476	 -439830	 -439830	 
8.78	 715156	 1.04094e+06	 1.04094e+06	 14.3432	 6.54323	 6.54323	 540508	 -439820	 -439820	 
8.79	 715186	 1.04092e+06	 1.04092e+06	 14.3413	 6.54132	 6.54132	 540541	 -439811	 -439811	 
8.8	 715217	 1.04091e+06	 1.04091e+06	 14.3394	 6.5394	 6.5394	 540576	 -439802	 -439802	 
8.81	 715250	 1.04089e+06	 1.04089e+06	 14.3375	 6.53749	 6.53749	 540612	 -439794	 -439794	 
8.82	 715284	 1.04087e+06	 1.04087e+06	 14.3356	 6.53557	 6.53557	 540649	 -439785	 -439785	 
8.83	 715320	 1.04085e+06	 1.04085e+06	 14.3336	 6.53365	 6.53365	 540687	 -439777	 -439777	 
8.84	 715357	 1.04084e+06	 1.04084e+06	 14.3317	 6.53172	 6.53172	 540726	 -439769	 -439769	 
8.85	 715395	 1.04082e+06	 1.04082e+06	 14.3298	 6.5298	 6.5298	 540767	 -439762	 -439762	 
8.86	 715435	 1.04081e+06	 1.04081e+06	 14.3279	 6.52787	 6.52787	 540808	 -439754	 -439754	 
8.87	 715476	 1.04079e+06	 1.04079e+06	 14.3259	 6.52594	 6.52594	 540850	 -439747	 -439747	 
8.88	 715518	 1.04078e+06	 1.04078e+06	 14.324	 6.52401	 6.52401	 540893	 -439740	 -439740	 
8.89	 715561	 1.04076e+06	 1.04076e+06	 14.3221	 6.52207	 6.52207	 540937	 -439734	 -439734	 
8.9	 715606	 1.04075e+06	 1.04075e+06	 14.3201	 6.52014	 6.52014	 540982	 -439728	 -439728	 
8.91	 715651	 1.04074e+06	 1.04074e+06	 14.3182	 6.5182	 6.5182	 541028	 -439722	 -439722	 
8.92	 715698	 1.04073e+06	 1.04073e+06	 14.3163	 6.51626	 6.51626	 541074	 -439716	 -439716	 
8.93	 715746	 1.04071e+06	 1.04071e+06	 14.3143	 6.51432	 6.51432	 541121	 -439710	 -439710	 
8.94	 715795	 1.0407e+06	 1.0407e+06	 14.3124	 6.51238	 6.51238	 541169	 -439705	 -439705	 
8.95	 715844	 1.04069e+06	 1.04069e+06	 14.3104	 6.51043	 6.51043	 541218	 -439700	 -439700	 
8.96	 715895	 1.04068e+06	 1.04068e+06	 14.3085	 6.50848	 6.50848	 541268	 -439695	 -439695	 
8.97	 715947	 1.04067e+06	 1.04067e+06	 14.3065	 6.50653	 6.50653	 541318	 -439691	 -439691	 
8.98	 715999	 1.04066e+06	 1.04066e+06	 14.3046	 6.50458	 6.50458	 541369	 -439687	 -439687	 
8.99	 716053	 1.04065e+06	 1.04065e+06	 14.3026	 6.50263	 6.50263	 541421	 -439683	 -439683	 
9	 716107	 1.04065e+06	 1.04065e+06	 14.3007	 6.50067	 6.50067	 541473	 -439680	 -439680	 
9.01	 716163	 1.04064e+06	 1.04064e+06	 14.2987	 6.49871	 6.49871	 541526	 -439676	 -439676	 
9.02	 716219	 1.04063e+06	 1.04063e+06	 14.2968	 6.49675	 6.49675	 541580	 -439673	 -439673	 
9.03	 716276	 1.04063e+06	 1.04063e+06	 14.2948	 6.49479	 6.49479	 541634	 -439671	 -439671	 
9.04	 716334	 1.04062e+06	 1.04062e+06	 14.2928	 6.49283	 6.49283	 541689	 -439668	 -439668	 
9.05	 716393	 1.04061e+06	 1.04061e+06	 14.2909	 6.49086	 6.49086	 541745	 -439666	 -439666	 
9.06	 716453	 1.04061e+06	 1.04061e+06	 14.2889	 6.48889	 6.48889	 541802	 -439664	 -439664	 
9.07	 716514	 1.04061e+06	 1.04061e+06	 14.2869	 6.48692	 6.48692	 541859	 -439662	 -439662	 
9.08	 716576	 1.0406e+06	 1.0406e+06	 14.2849	 6.48495	 6.48495	 541917	 -439661	 -439661	 
9.09	 716638	 1.0406e+06	 1.0406e+06	 14.283	 6.48298	 6.48298	 541975	 -439659	 -439659	 
9.1	 716702	 1.0406e+06	 1.0406e+06	 14.281	 6.481	 6.481	 542034	 -439658	 -439658	 
9.11	 716766	 1.0406e+06	 1.0406e+06	 14.279	 6.47902	 6.47902	 542094	 -439658	 -439658	 
9.12	 716832	 1.04059e+06	 1.04059e+06	 14.277	 6.47704	 6.47704	 542155	 -439657	 -439657	 
9.13	 716899	 1.04059e+06	 1.04059e+06	 14.2751	 6.47506	 6.47506	 542216	 -439657	 -439657	 
9.14	 716967	 1.04059e+06	 1.04059e+06	 14.2731	 6.47307	 6.47307	 542279	 -439656	 -439656	 
9.15	 717035	 1.04059e+06	 1.04059e+06	 14.2711	 6.47109	 6.47109	 542342	 -439656	 -439656	 
9.16	 717105	 1.04059e+06	 1.04059e+06	 14.2691	 6.4691	 6.4691	 542405	 -439657	 -439657	 
9.17	 717176	 1.04059e+06	 1.04059e+06	 14.2671	 6.46711	 6.46711	 542470	 -439657	 -439657	 
9.18	 717248	 1.04059e+06	 1.04059e+06	 14.2651	 6.46512	 6.46512	 542535	 -439657	 -439657	 
9.19	 717322	 1.0406e+06	 1.0406e+06	 14.2631	 6.46312	 6.46312	 542602	 -439658	 -439658	 
9.2	 717396	 1.0406e+06	 1.0406e+06	 14.2611	 6.46113	 6.46113	 542669	 -439659	 -439659	 
9.21	 717472	 1.0406e+06	 1.0406e+06	 14.2591	 6.45913	 6.45913	 542737	 -439660	 -439660	 
9.22	 717549	 1.0406e+06	 1.0406e+06	 14.2571	 6.45713	 6.45713	 542806	 -439661	 -439661	 
9.23	 717627	 1.04061e+06	 1.04061e+06	 14.2551	 6.45513	 6.45513	 542876	 -439662	 -439662	 
9.24	 717706	 1.04061e+06	 1.04061e+06	 14.2531	 6.45312	 6.45312	 542946	 -439663	 -439663	 
9.25	 717787	 1.04061e+06	 1.04061e+06	 14.2511	 6.45112	 6.45112	 543018	 -439664	 -439664	 
9.26	 717869	 1.04062e+06	 1.04062e+06	 14.2491	 6.44911	 6.44911	 543090	 -439666	 -439666	 
9.27	 717952	 1.04062e+06	 1.04062e+06	 14.2471	 6.4471	 6.4471	 543164	 -439667	 -439667	 
9.28	 718036	 1.04062e+06	 1.04062e+06	 14.2451	 6.44509	 6.44509	 543239	 -439668	 -439668	 
9.29	 718122	 1.04063e+06	 1.04063e+06	 14.2431	 6.44307	 6.44307	 543314	 -439670	 -439670	 
9.3	 718210	 1.04063e+06	 1.04063e+06	 14.2411	 6.44106	 6.44106	 543390	 -439671	 -439671	 
9.31	 718298	 1.04064e+06	 1.04064e+06	 14.239	 6.43904	 6.43904	 543468	 -439673	 -439673	 
9.32	 718388	 1.04064e+06	 1.04064e+06	 14.237	 6.43702	 6.43702	 543546	 -439674	 -439674	 
9.33	 718479	 1.04065e+06	 1.04065e+06	 14.235	 6.435	 6.435	 543625	 -439676	 -439676	 
9.34	 718572	 1.04065e+06	 1.04065e+06	 14.233	 6.43297	 6.43297	 543706	 -439677	 -439677	 
9.35	 718665	 1.04066e+06	 1.04066e+06	 14.2309	 6.43095	 6.43095	 543787	 -439678	 -439678	 
9.36	 718760	 1.04066e+06	 1.04066e+06	 14.2289	 6.42892	 6.42892	 543869	 -439680	 -439680	 
9.37	 718857	 1.04067e+06	 1.04067e+06	 14.2269	 6.42689	 6.42689	 543952	 -439681	 -439681	 
9.38	 718954	 1.04067e+06	 1.04067e+06	 14.2249	 6.42485	 6.42485	 544036	 -439682	 -439682	 
9.39	 719053	 1.04068e+06	 1.04068e+06	 14.2228	 6.42282	 6.42282	 544121	 -439683	 -439683	 
9.4	 719153	 1.04068e+06	 1.04068e+06	 14.2208	 6.42078	 6.42078	 544206	 -439684	 -439684	 
9.41	 719255	 1.04069e+06	 1.04069e+06	 14.2187	 6.41875	 6.41875	 544293	 -439685	 -439685	 
9.42	 719357	 1.04069e+06	 1.04069e+06	 14.2167	 6.41671	 6.41671	 544380	 -439686	 -439686	 
9.43	 719461	 1.0407e+06	 1.0407e+06	 14.2147	 6.41466	 6.41466	 544468	 -439687	 -439687	 
9.44	 719565	 1.0407e+06	 1.0407e+06	 14.2126	 6.41262	 6.41262	 544557	 -439687	 -439687	 
9.45	 719671	 1.04071e+06	 1.04071e+06	 14.2106	 6.41057	 6.41057	 544647	 -439688	 -439688	 
9.46	 719778	 1.04071e+06	 1.04071e+06	 14.2085	 6.40853	 6.40853	 544737	 -439688	 -439688	 
9.47	 719885	 1.04072e+06	 1.04072e+06	 14.2065	 6.40647	 6.40647	 544828	 -439688	 -439688	 
9.48	 719994	 1.04072e+06	 1.04072e+06	 14.2044	 6.40442	 6.40442	 544920	 -439688	 -439688	 
9.49	 720103	 1.04073e+06	 1.04073e+06	 14.2024	 6.40237	 6.40237	 545012	 -439688	 -439688	 
9.5	 720213	 1.04073e+06	 1.04073e+06	 14.2003	 6.40031	 6.40031	 545105	 -439687	 -439687	 
9.51	 720324	 1.04074e+06	 1.04074e+06	 14.1983	 6.39825	 6.39825	 545198	 -439687	 -439687	 
9.52	 720436	 1.04074e+06	 1.04074e+06	 14.1962	 6.39619	 6.39619	 545292	 -439686	 -439686	 
9.53	 720548	 1.04074e+06	 1.04074e+06	 14.1941	 6.39413	 6.39413	 545386	 -439685	 -439685	 
9.54	 720661	 1.04075e+06	 1.04075e+06	 14.1921	 6.39207	 6.39207	 545480	 -439684	 -439684	 
9.55	 720775	 1.04075e+06	 1.04075e+06	 14.19	 6.39	 6.39	 545575	 -439683	 -439683	 
9.56	 720889	 1.04075e+06	 1.04075e+06	 14.1879	 6.38793	 6.38793	 545670	 -439682	 -439682	 
9.57	 721003	 1.04076e+06	 1.04076e+06	 14.1859	 6.38586	 6.38586	 545765	 -439680	 -439680	 
9.58	 721118	 1.04076e+06	 1.04076e+06	 14.1838	 6.38379	 6.38379	 545861	 -439678	 -439678	 
9.59	 721232	 1.04076e+06	 1.04076e+06	 14.1817	 6.38172	 6.38172	 545956	 -439676	 -439676	 
9.6	 721348	 1.04077e+06	 1.04077e+06	 14.1796	 6.37964	 6.37964	 546052	 -439674	 -439674	 
9.61	 721463	 1.04077e+06	 1.04077e+06	 14.1776	 6.37756	 6.37756	 546148	 -439671	 -439671	 
9.62	 721578	 1.04077e+06	 1.04077e+06	 14.1755	 6.37548	 6.37548	 546244	 -439669	 -439669	 
9.63	 721694	 1.04077e+06	 1.04077e+06	 14.1734	 6.3734	 6.3734	 546339	 -439666	 -439666	 
9.64	 721809	 1.04077e+06	 1.04077e+06	 14.1713	 6.37132	 6.37132	 546435	 -439663	 -439663	 
9.65	 721924	 1.04078e+06	 1.04078e+06	 14.1692	 6.36923	 6.36923	 546530	 -439659	 -439659	 
9.66	 722040	 1.04078e+06	 1.04078e+06	 14.1671	 6.36714	 6.36714	 546626	 -439656	 -439656	 
9.67	 722154	 1.04078e+06	 1.04078e+06	 14.1651	 6.36505	 6.36505	 546720	 -439652	 -439652	 
9.68	 722269	 1.04078e+06	 1.04078e+06	 14.163	 6.36296	 6.36296	 546815	 -439648	 -439648	 
9.69	 722384	 1.04078e+06	 1.04078e+06	 14.1609	 6.36087	 6.36087	 546910	 -439644	 -439644	 
9.7	 722498	 1.04078e+06	 1.04078e+06	 14.1588	 6.35877	 6.35877	 547004	 -439640	 -439640	 
9.71	 722611	 1.04078e+06	 1.04078e+06	 14.1567	 6.35667	 6.35667	 547097	 -439635	 -439635	 
9.72	 722724	 1.04078e+06	 1.04078e+06	 14.1546	 6.35457	 6.35457	 547190	 -439630	 -439630	 
9.73	 722837	 1.04078e+06	 1.04078e+06	 14.1525	 6.35247	 6.35247	 547283	 -439625	 -439625	 
9.74	 722949	 1.04078e+06	 1.04078e+06	 14.1504	 6.35037	 6.35037	 547375	 -439620	 -439620	 
9.75	 723060	 1.04078e+06	 1.04078e+06	 14.1483	 6.34826	 6.34826	 547467	 -439614	 -439614	 
9.76	 723171	 1.04078e+06	 1.04078e+06	 14.1462	 6.34616	 6.34616	 547558	 -439608	 -439608	 
9.77	 723281	 1.04078e+06	 1.04078e+06	 14.144	 6.34405	 6.34405	 547648	 -439602	 -439602	 
9.78	 723391	 1.04078e+06	 1.04078e+06	 14.1419	 6.34193	 6.34193	 547738	 -439596	 -439596	 
9.79	 723499	 1.04078e+06	 1.04078e+06	 14.1398	 6.33982	 6.33982	 547827	 -439589	 -439589	 
9.8	 723607	 1.04078e+06	 1.04078e+06	 14.1377	 6.33771	 6.33771	 547916	 -439583	 -439583	 
9.81	 723714	 1.04078e+06	 1.04078e+06	 14.1356	 6.33559	 6.33559	 548003	 -439576	 -439576	 
9.82	 723821	 1.04078e+06	 1.04078e+06	 14.1335	 6.33347	 6.33347	 548091	 -439568	 -439568	 
9.83	 723926	 1.04077e+06	 1.04077e+06	 14.1313	 6.33135	 6.33135	 548177	 -439561	 -439561	 
9.84	 724031	 1.04077e+06	 1.04077e+06	 14.1292	 6.32922	 6.32922	 548263	 -439553	 -439553	 
9.85	 724134	 1.04077e+06	 1.04077e+06	 14.1271	 6.3271	 6.3271	 548347	 -439545	 -439545	 
9.86	 724237	 1.04077e+06	 1.04077e+06	 14.125	 6.32497	 6.32497	 548431	 -439537	 -439537	 
9.87	 724339	 1.04076e+06	 1.04076e+06	 14.1228	 6.32284	 6.32284	 548515	 -439528	 -439528	 
9.88	 724440	 1.04076e+06	 1.04076e+06	 14.1207	 6.32071	 6.32071	 548597	 -439519	 -439519	 
9.89	 724540	 1.04076e+06	 1.04076e+06	 14.1186	 6.31858	 6.31858	 548679	 -439510	 -439510	 
9.9	 724639	 1.04075e+06	 1.04075e+06	 14.1164	 6.31644	 6.31644	 548760	 -439501	 -439501	 
9.91	 724737	 1.04075e+06	 1.04075e+06	 14.1143	 6.3143	 6.3143	 548840	 -439491	 -439491	 
9.92	 724834	 1.04075e+06	 1.04075e+06	 14.1122	 6.31216	 6.31216	 548920	 -439481	 -439481	 
9.93	 724931	 1.04074e+06	 1.04074e+06	 14.11	 6.31002	 6.31002	 548998	 -439470	 -439470	 
9.94	 725026	 1.04074e+06	 1.04074e+06	 14.1079	 6.30788	 6.30788	 549076	 -439460	 -439460	 
9.95	 725120	 1.04073e+06	 1.04073e+06	 14.1057	 6.30574	 6.30574	 549153	 -439449	 -439449	 
9.96	 725214	 1.04072e+06	 1.04072e+06	 14.1036	 6.30359	 6.30359	 549229	 -439437	 -439437	 
9.97	 725306	 1.04072e+06	 1.04072e+06	 14.1014	 6.30144	 6.30144	 549304	 -439426	 -439426	 
9.98	 725398	 1.04071e+06	 1.04071e+06	 14.0993	 6.29929	 6.29929	 549379	 -439414	 -439414	 
9.99	 725488	 1.0407e+06	 1.0407e+06	 14.0971	 6.29713	 6.29713	 549453	 -439401	 -439401	 
10	 725578	 1.04069e+06	 1.04069e+06	 14.095	 6.29498	 6.29498	 549526	 -439389	 -439389	 
10.01	 725666	 1.04069e+06	 1.04069e+06	 14.0928	 6.29282	 6.29282	 549598	 -439376	 -439376	 
10.02	 725754	 1.04068e+06	 1.04068e+06	 14.0907	 6.29066	 6.29066	 549669	 -439362	 -439362	 
10.03	 725841	 1.04067e+06	 1.04067e+06	 14.0885	 6.2885	 6.2885	 549740	 -439349	 -439349	 
10.04	 725927	 1.04066e+06	 1.04066e+06	 14.0863	 6.28634	 6.28634	 549810	 -439335	 -439335	 
10.05	 726012	 1.04065e+06	 1.04065e+06	 14.0842	 6.28418	 6.28418	 549879	 -439320	 -439320	 
10.06	 726096	 1.04063e+06	 1.04063e+06	 14.082	 6.28201	 6.28201	 549948	 -439305	 -439305	 
10.07	 726179	 1.04062e+06	 1.04062e+06	 14.0798	 6.27984	 6.27984	 550016	 -439290	 -439290	 
10.08	 726262	 1.04061e+06	 1.04061e+06	 14.0777	 6.27767	 6.27767	 550083	 -439274	 -439274	 
10.09	 726343	 1.0406e+06	 1.0406e+06	 14.0755	 6.2755	 6.2755	 550149	 -439258	 -439258	 
10.1	 726423	 1.04058e+06	 1.04058e+06	 14.0733	 6.27332	 6.27332	 550215	 -439242	 -439242	 
10.11	 726503	 1.04057e+06	 1.04057e+06	 14.0711	 6.27115	 6.27115	 550279	 -439225	 -439225	 
10.12	 726582	 1.04055e+06	 1.04055e+06	 14.069	 6.26897	 6.26897	 550343	 -439208	 -439208	 
10.13	 726660	 1.04054e+06	 1.04054e+06	 14.0668	 6.26679	 6.26679	 550407	 -439190	 -439190	 
10.14	 726736	 1.04052e+06	 1.04052e+06	 14.0646	 6.26461	 6.26461	 550469	 -439172	 -439172	 
10.15	 726812	 1.0405e+06	 1.0405e+06	 14.0624	 6.26242	 6.26242	 550531	 -439154	 -439154	 
10.16	 726888	 1.04048e+06	 1.04048e+06	 14.0602	 6.26024	 6.26024	 550593	 -439135	 -439135	 
10.17	 726962	 1.04046e+06	 1.04046e+06	 14.058	 6.25805	 6.25805	 550653	 -439115	 -439115	 
10.18	 727035	 1.04044e+06	 1.04044e+06	 14.0559	 6.25586	 6.25586	 550713	 -439096	 -439096	 
10.19	 727107	 1.04042e+06	 1.04042e+06	 14.0537	 6.25366	 6.25366	 550772	 -439075	 -439075	 
10.2	 727179	 1.0404e+06	 1.0404e+06	 14.0515	 6.25147	 6.25147	 550830	 -439055	 -439055	 
10.21	 727249	 1.04038e+06	 1.04038e+06	 14.0493	 6.24927	 6.24927	 550888	 -439034	 -439034	 
10.22	 727319	 1.04036e+06	 1.04036e+06	 14.0471	 6.24708	 6.24708	 550945	 -439012	 -439012	 
10.23	 727387	 1.04033e+06	 1.04033e+06	 14.0449	 6.24488	 6.24488	 551001	 -438990	 -438990	 
10.24	 727454	 1.04031e+06	 1.04031e+06	 14.0427	 6.24268	 6.24268	 551056	 -438968	 -438968	 
10.25	 727521	 1.04028e+06	 1.04028e+06	 14.0405	 6.24047	 6.24047	 551110	 -438945	 -438945	 
10.26	 727586	 1.04026e+06	 1.04026e+06	 14.0383	 6.23827	 6.23827	 551164	 -438922	 -438922	 
10.27	 727651	 1.04023e+06	 1.04023e+06	 14.0361	 6.23606	 6.23606	 551217	 -438898	 -438898	 
10.28	 727714	 1.0402e+06	 1.0402e+06	 14.0338	 6.23385	 6.23385	 551269	 -438874	 -438874	 
10.29	 727776	 1.04017e+06	 1.04017e+06	 14.0316	 6.23164	 6.23164	 551320	 -438850	 -438850	 
10.3	 727837	 1.04014e+06	 1.04014e+06	 14.0294	 6.22942	 6.22942	 551371	 -438825	 -438825	 
10.31	 727897	 1.04011e+06	 1.04011e+06	 14.0272	 6.22721	 6.22721	 551420	 -438800	 -438800	 
10.32	 727956	 1.04008e+06	 1.04008e+06	 14.025	 6.22499	 6.22499	 551469	 -438774	 -438774	 
10.33	 728014	 1.04004e+06	 1.04004e+06	 14.0228	 6.22277	 6.22277	 551517	 -438748	 -438748	 
10.34	 728070	 1.04001e+06	 1.04001e+06	 14.0205	 6.22055	 6.22055	 551564	 -438721	 -438721	 
10.35	 728126	 1.03998e+06	 1.03998e+06	 14.0183	 6.21833	 6.21833	 551610	 -438695	 -438695	 
10.36	 728180	 1.03994e+06	 1.03994e+06	 14.0161	 6.2161	 6.2161	 551655	 -438667	 -438667	 
10.37	 728232	 1.0399e+06	 1.0399e+06	 14.0139	 6.21388	 6.21388	 551699	 -438640	 -438640	 
10.38	 728284	 1.03987e+06	 1.03987e+06	 14.0116	 6.21165	 6.21165	 551742	 -438612	 -438612	 
10.39	 728334	 1.03983e+06	 1.03983e+06	 14.0094	 6.20942	 6.20942	 551784	 -438583	 -438583	 
10.4	 728383	 1.03979e+06	 1.03979e+06	 14.0072	 6.20718	 6.20718	 551826	 -438554	 -438554	 
10.41	 728431	 1.03975e+06	 1.03975e+06	 14.0049	 6.20495	 6.20495	 551866	 -438525	 -438525	 
10.42	 728477	 1.03971e+06	 1.03971e+06	 14.0027	 6.20271	 6.20271	 551906	 -438496	 -438496	 
10.43	 728522	 1.03967e+06	 1.03967e+06	 14.0005	 6.20047	 6.20047	 551944	 -438466	 -438466	 
10.44	 728565	 1.03962e+06	 1.03962e+06	 13.9982	 6.19823	 6.19823	 551981	 -438435	 -438435	 
10.45	 728607	 1.03958e+06	 1.03958e+06	 13.996	 6.19599	 6.19599	 552018	 -438405	 -438405	 
10.46	 728648	 1.03954e+06	 1.03954e+06	 13.9937	 6.19374	 6.19374	 552053	 -438374	 -438374	 
10.47	 728687	 1.03949e+06	 1.03949e+06	 13.9915	 6.1915	 6.1915	 552087	 -438343	 -438343	 
10.48	 728725	 1.03945e+06	 1.03945e+06	 13.9892	 6.18925	 6.18925	 552121	 -438311	 -438311	 
10.49	 728762	 1.0394e+06	 1.0394e+06	 13.987	 6.187	 6.187	 552153	 -438279	 -438279	 
10.5	 728797	 1.03935e+06	 1.03935e+06	 13.9847	 6.18475	 6.18475	 552184	 -438247	 -438247	 
10.51	 728830	 1.0393e+06	 1.0393e+06	 13.9825	 6.18249	 6.18249	 552214	 -438215	 -438215	 
10.52	 728862	 1.03925e+06	 1.03925e+06	 13.9802	 6.18024	 6.18024	 552243	 -438182	 -438182	 
10.53	 728893	 1.0392e+06	 1.0392e+06	 13.978	 6.17798	 6.17798	 552272	 -438149	 -438149	 
10.54	 728922	 1.03915e+06	 1.03915e+06	 13.9757	 6.17572	 6.17572	 552299	 -438116	 -438116	 
10.55	 728950	 1.0391e+06	 1.0391e+06	 13.9735	 6.17346	 6.17346	 552325	 -438082	 -438082	 
10.56	 728976	 1.03905e+06	 1.03905e+06	 13.9712	 6.17119	 6.17119	 552350	 -438049	 -438049	 
10.57	 729001	 1.039e+06	 1.039e+06	 13.9689	 6.16893	 6.16893	 552374	 -438015	 -438015	 
10.58	 729025	 1.03894e+06	 1.03894e+06	 13.9667	 6.16666	 6.16666	 552397	 -437980	 -437980	 
10.59	 729047	 1.03889e+06	 1.03889e+06	 13.9644	 6.16439	 6.16439	 552419	 -437946	 -437946	 
10.6	 729067	 1.03883e+06	 1.03883e+06	 13.9621	 6.16212	 6.16212	 552440	 -437911	 -437911	 
10.61	 729087	 1.03877e+06	 1.03877e+06	 13.9598	 6.15985	 6.15985	 552461	 -437876	 -437876	 
10.62	 729105	 1.03872e+06	 1.03872e+06	 13.9576	 6.15757	 6.15757	 552480	 -437841	 -437841	 
