Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pZ	 L2N20pZ	 L3N20pZ	 L1N20FZ	 L2N20FZ	 L3N20FZ	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
1.37679	 924683	 925187	 925187	 -65.2349	 -65.2349	 -65.2349	 -529820	 -529842	 -529842	 
1.38609	 934825	 935328	 935328	 -65.235	 -65.235	 -65.235	 -535627	 -535649	 -535649	 
1.38609	 924482	 924986	 924986	 -65.2381	 -65.2381	 -65.2381	 -529707	 -529729	 -529729	 
1.39554	 934811	 935314	 935314	 -65.2382	 -65.2382	 -65.2382	 -535622	 -535644	 -535644	 
1.39554	 924276	 924780	 924780	 -65.2414	 -65.2414	 -65.2414	 -529592	 -529614	 -529614	 
1.40513	 934802	 935304	 935304	 -65.2414	 -65.2414	 -65.2414	 -535619	 -535641	 -535641	 
1.40513	 924068	 924571	 924571	 -65.2447	 -65.2447	 -65.2447	 -529475	 -529497	 -529497	 
1.41488	 934799	 935302	 935302	 -65.2447	 -65.2447	 -65.2447	 -535621	 -535643	 -535643	 
1.41488	 923859	 924362	 924362	 -65.2481	 -65.2481	 -65.2481	 -529358	 -529380	 -529380	 
1.42497	 934528	 935031	 935031	 -65.2482	 -65.2482	 -65.2482	 -535470	 -535492	 -535492	 
1.42497	 923476	 923979	 923979	 -65.2517	 -65.2517	 -65.2517	 -529142	 -529164	 -529164	 
1.43524	 934608	 935110	 935110	 -65.2517	 -65.2517	 -65.2517	 -535519	 -535541	 -535541	 
1.43524	 923330	 923833	 923833	 -65.2553	 -65.2553	 -65.2553	 -529061	 -529084	 -529084	 
1.4457	 934672	 935175	 935175	 -65.2554	 -65.2554	 -65.2554	 -535559	 -535581	 -535581	 
1.4457	 923159	 923662	 923662	 -65.259	 -65.259	 -65.259	 -528966	 -528988	 -528988	 
1.45636	 934726	 935229	 935229	 -65.2591	 -65.2591	 -65.2591	 -535594	 -535616	 -535616	 
1.45636	 922966	 923469	 923469	 -65.2629	 -65.2629	 -65.2629	 -528859	 -528881	 -528881	 
1.46723	 934775	 935277	 935277	 -65.2629	 -65.2629	 -65.2629	 -535626	 -535647	 -535647	 
1.46723	 922756	 923259	 923259	 -65.2668	 -65.2668	 -65.2668	 -528743	 -528765	 -528765	 
1.47789	 934941	 935443	 935443	 -65.2667	 -65.2667	 -65.2667	 -535724	 -535746	 -535746	 
1.47789	 923022	 923525	 923525	 -65.2705	 -65.2705	 -65.2705	 -528899	 -528920	 -528920	 
1.48833	 934911	 935413	 935413	 -65.2705	 -65.2705	 -65.2705	 -535712	 -535733	 -535733	 
1.48833	 923095	 923597	 923597	 -65.2742	 -65.2742	 -65.2742	 -528945	 -528966	 -528966	 
1.49836	 934815	 935317	 935317	 -65.2741	 -65.2741	 -65.2741	 -535661	 -535682	 -535682	 
1.49836	 923281	 923783	 923783	 -65.2777	 -65.2777	 -65.2777	 -529057	 -529078	 -529078	 
1.5082	 934780	 935281	 935281	 -65.2776	 -65.2776	 -65.2776	 -535645	 -535666	 -535666	 
1.5082	 923089	 923591	 923591	 -65.2812	 -65.2812	 -65.2812	 -528952	 -528973	 -528973	 
1.51784	 934460	 934961	 934961	 -65.2812	 -65.2812	 -65.2812	 -535467	 -535488	 -535488	 
1.51784	 922878	 923380	 923380	 -65.2847	 -65.2847	 -65.2847	 -528837	 -528858	 -528858	 
1.52729	 934137	 934639	 934639	 -65.2846	 -65.2846	 -65.2846	 -535288	 -535309	 -535309	 
1.52729	 922666	 923168	 923168	 -65.2881	 -65.2881	 -65.2881	 -528721	 -528743	 -528743	 
1.53675	 933763	 934264	 934264	 -65.2881	 -65.2881	 -65.2881	 -535080	 -535101	 -535101	 
1.53675	 922226	 922727	 922727	 -65.2916	 -65.2916	 -65.2916	 -528475	 -528496	 -528496	 
1.54601	 933515	 934016	 934016	 -65.2916	 -65.2916	 -65.2916	 -534943	 -534964	 -534964	 
1.54601	 922095	 922597	 922597	 -65.295	 -65.295	 -65.295	 -528406	 -528427	 -528427	 
1.55509	 933235	 933736	 933736	 -65.2949	 -65.2949	 -65.2949	 -534788	 -534809	 -534809	 
1.55509	 921934	 922436	 922436	 -65.2984	 -65.2984	 -65.2984	 -528319	 -528340	 -528340	 
1.56417	 932880	 933381	 933381	 -65.2984	 -65.2984	 -65.2984	 -534591	 -534612	 -534612	 
1.56417	 921518	 922020	 922020	 -65.3018	 -65.3018	 -65.3018	 -528087	 -528108	 -528108	 
1.57325	 932583	 933084	 933084	 -65.3018	 -65.3018	 -65.3018	 -534426	 -534447	 -534447	 
1.57325	 921159	 921661	 921661	 -65.3052	 -65.3052	 -65.3052	 -527887	 -527908	 -527908	 
1.58214	 932639	 933140	 933140	 -65.3052	 -65.3052	 -65.3052	 -534462	 -534483	 -534483	 
1.58214	 921090	 921592	 921592	 -65.3085	 -65.3085	 -65.3085	 -527852	 -527873	 -527873	 
1.59103	 932321	 932822	 932822	 -65.3085	 -65.3085	 -65.3085	 -534286	 -534306	 -534306	 
1.59103	 920712	 921213	 921213	 -65.3119	 -65.3119	 -65.3119	 -527641	 -527662	 -527662	 
1.59992	 932039	 932540	 932540	 -65.3119	 -65.3119	 -65.3119	 -534130	 -534151	 -534151	 
1.59992	 920370	 920871	 920871	 -65.3154	 -65.3154	 -65.3154	 -527451	 -527472	 -527472	 
1.60862	 931835	 932335	 932335	 -65.3153	 -65.3153	 -65.3153	 -534018	 -534039	 -534039	 
1.60862	 920310	 920811	 920811	 -65.3187	 -65.3187	 -65.3187	 -527422	 -527443	 -527443	 
1.61732	 931511	 932011	 932011	 -65.3187	 -65.3187	 -65.3187	 -533839	 -533859	 -533859	 
1.61732	 919928	 920429	 920429	 -65.3221	 -65.3221	 -65.3221	 -527209	 -527230	 -527230	 
1.62582	 931272	 931772	 931772	 -65.322	 -65.322	 -65.322	 -533707	 -533728	 -533728	 
1.62582	 919841	 920342	 920342	 -65.3253	 -65.3253	 -65.3253	 -527165	 -527185	 -527185	 
1.63433	 930924	 931424	 931424	 -65.3253	 -65.3253	 -65.3253	 -533514	 -533534	 -533534	 
1.63433	 919437	 919938	 919938	 -65.3286	 -65.3286	 -65.3286	 -526939	 -526960	 -526960	 
1.64264	 930667	 931168	 931168	 -65.3286	 -65.3286	 -65.3286	 -533372	 -533392	 -533392	 
1.64264	 919339	 919840	 919840	 -65.3319	 -65.3319	 -65.3319	 -526888	 -526909	 -526909	 
1.65095	 930308	 930808	 930808	 -65.3319	 -65.3319	 -65.3319	 -533172	 -533192	 -533192	 
1.65095	 918927	 919428	 919428	 -65.3352	 -65.3352	 -65.3352	 -526658	 -526679	 -526679	 
1.65926	 929992	 930492	 930492	 -65.3352	 -65.3352	 -65.3352	 -532997	 -533017	 -533017	 
1.65926	 918558	 919059	 919059	 -65.3385	 -65.3385	 -65.3385	 -526452	 -526473	 -526473	 
1.66737	 929762	 930262	 930262	 -65.3384	 -65.3384	 -65.3384	 -532870	 -532890	 -532890	 
1.66737	 918499	 918999	 918999	 -65.3416	 -65.3416	 -65.3416	 -526424	 -526444	 -526444	 
1.67548	 929420	 929919	 929919	 -65.3416	 -65.3416	 -65.3416	 -532680	 -532700	 -532700	 
1.67548	 918106	 918606	 918606	 -65.3449	 -65.3449	 -65.3449	 -526204	 -526225	 -526225	 
1.6834	 929433	 929933	 929933	 -65.3448	 -65.3448	 -65.3448	 -532692	 -532712	 -532712	 
1.6834	 918048	 918548	 918548	 -65.348	 -65.348	 -65.348	 -526176	 -526197	 -526197	 
1.69131	 929077	 929577	 929577	 -65.348	 -65.348	 -65.348	 -532494	 -532513	 -532513	 
1.69131	 917643	 918143	 918143	 -65.3512	 -65.3512	 -65.3512	 -525950	 -525970	 -525970	 
1.69923	 928766	 929266	 929266	 -65.3512	 -65.3512	 -65.3512	 -532321	 -532341	 -532341	 
1.69923	 917282	 917782	 917782	 -65.3545	 -65.3545	 -65.3545	 -525749	 -525769	 -525769	 
1.70694	 928545	 929044	 929044	 -65.3544	 -65.3544	 -65.3544	 -532199	 -532219	 -532219	 
1.70694	 917256	 917756	 917756	 -65.3575	 -65.3575	 -65.3575	 -525739	 -525759	 -525759	 
1.71465	 928211	 928710	 928710	 -65.3575	 -65.3575	 -65.3575	 -532014	 -532033	 -532033	 
1.71465	 916875	 917375	 917375	 -65.3607	 -65.3607	 -65.3607	 -525527	 -525547	 -525547	 
1.72237	 927919	 928418	 928418	 -65.3607	 -65.3607	 -65.3607	 -531852	 -531871	 -531871	 
1.72237	 916536	 917036	 917036	 -65.3639	 -65.3639	 -65.3639	 -525338	 -525358	 -525358	 
1.73008	 927659	 928159	 928159	 -65.3639	 -65.3639	 -65.3639	 -531709	 -531728	 -531728	 
1.73008	 916230	 916729	 916729	 -65.3671	 -65.3671	 -65.3671	 -525167	 -525188	 -525188	 
1.73802	 927366	 927865	 927865	 -65.3672	 -65.3672	 -65.3672	 -531546	 -531566	 -531566	 
1.73802	 915611	 916110	 916110	 -65.3705	 -65.3705	 -65.3705	 -524818	 -524839	 -524839	 
1.74596	 927250	 927749	 927749	 -65.3705	 -65.3705	 -65.3705	 -531484	 -531504	 -531504	 
1.74596	 915445	 915945	 915945	 -65.3738	 -65.3738	 -65.3738	 -524728	 -524748	 -524748	 
1.75389	 927122	 927621	 927621	 -65.3738	 -65.3738	 -65.3738	 -531416	 -531435	 -531435	 
1.75389	 915267	 915767	 915767	 -65.3771	 -65.3771	 -65.3771	 -524631	 -524651	 -524651	 
1.7621	 926651	 927150	 927150	 -65.3772	 -65.3772	 -65.3772	 -531153	 -531173	 -531173	 
1.7621	 914690	 915190	 915190	 -65.3807	 -65.3807	 -65.3807	 -524306	 -524326	 -524326	 
1.7703	 926622	 927120	 927120	 -65.3807	 -65.3807	 -65.3807	 -531141	 -531160	 -531160	 
1.7703	 914609	 915109	 915109	 -65.3842	 -65.3842	 -65.3842	 -524265	 -524284	 -524284	 
1.77851	 926553	 927052	 927052	 -65.3842	 -65.3842	 -65.3842	 -531107	 -531126	 -531126	 
1.77851	 914490	 914989	 914989	 -65.3877	 -65.3877	 -65.3877	 -524201	 -524221	 -524221	 
1.78671	 926456	 926955	 926955	 -65.3877	 -65.3877	 -65.3877	 -531056	 -531075	 -531075	 
1.78671	 914342	 914841	 914841	 -65.3912	 -65.3912	 -65.3912	 -524121	 -524141	 -524141	 
1.79491	 926341	 926839	 926839	 -65.3912	 -65.3912	 -65.3912	 -530995	 -531014	 -531014	 
1.79491	 914174	 914674	 914674	 -65.3947	 -65.3947	 -65.3947	 -524030	 -524050	 -524050	 
1.80312	 926214	 926712	 926712	 -65.3947	 -65.3947	 -65.3947	 -530927	 -530947	 -530947	 
1.80312	 913997	 914496	 914496	 -65.3982	 -65.3982	 -65.3982	 -523934	 -523953	 -523953	 
1.81168	 925984	 926482	 926482	 -65.3984	 -65.3984	 -65.3984	 -530802	 -530821	 -530821	 
1.81168	 913284	 913783	 913783	 -65.4021	 -65.4021	 -65.4021	 -523531	 -523550	 -523550	 
1.82024	 926023	 926522	 926522	 -65.4021	 -65.4021	 -65.4021	 -530829	 -530848	 -530848	 
1.82024	 913268	 913767	 913767	 -65.4058	 -65.4058	 -65.4058	 -523526	 -523546	 -523546	 
1.8288	 926014	 926512	 926512	 -65.4058	 -65.4058	 -65.4058	 -530828	 -530847	 -530847	 
1.8288	 913204	 913702	 913702	 -65.4095	 -65.4095	 -65.4095	 -523494	 -523514	 -523514	 
1.83736	 925968	 926466	 926466	 -65.4095	 -65.4095	 -65.4095	 -530807	 -530826	 -530826	 
1.83736	 913103	 913601	 913601	 -65.4133	 -65.4133	 -65.4133	 -523441	 -523461	 -523461	 
1.84639	 925480	 925978	 925978	 -65.4135	 -65.4135	 -65.4135	 -530535	 -530554	 -530554	 
1.84639	 912286	 912785	 912785	 -65.4175	 -65.4175	 -65.4175	 -522979	 -522999	 -522999	 
1.85543	 925634	 926131	 926131	 -65.4175	 -65.4175	 -65.4175	 -530627	 -530646	 -530646	 
1.85543	 912380	 912879	 912879	 -65.4215	 -65.4215	 -65.4215	 -523038	 -523057	 -523057	 
1.86446	 925705	 926203	 926203	 -65.4215	 -65.4215	 -65.4215	 -530673	 -530692	 -530692	 
1.86446	 912393	 912891	 912891	 -65.4255	 -65.4255	 -65.4255	 -523049	 -523069	 -523069	 
1.8735	 925717	 926214	 926214	 -65.4255	 -65.4255	 -65.4255	 -530685	 -530703	 -530703	 
1.8735	 912345	 912844	 912844	 -65.4295	 -65.4295	 -65.4295	 -523027	 -523046	 -523046	 
1.88254	 925690	 926187	 926187	 -65.4295	 -65.4295	 -65.4295	 -530674	 -530693	 -530693	 
1.88254	 912259	 912758	 912758	 -65.4336	 -65.4336	 -65.4336	 -522983	 -523002	 -523002	 
1.89232	 925413	 925911	 925911	 -65.4339	 -65.4339	 -65.4339	 -530523	 -530541	 -530541	 
1.89232	 911047	 911545	 911545	 -65.4383	 -65.4383	 -65.4383	 -522294	 -522314	 -522314	 
1.90211	 925764	 926261	 926261	 -65.4383	 -65.4383	 -65.4383	 -530728	 -530746	 -530746	 
1.90211	 911330	 911828	 911828	 -65.4427	 -65.4427	 -65.4427	 -522460	 -522479	 -522479	 
1.9119	 925971	 926468	 926468	 -65.4427	 -65.4427	 -65.4427	 -530851	 -530869	 -530869	 
1.9119	 911469	 911967	 911967	 -65.4472	 -65.4472	 -65.4472	 -522545	 -522563	 -522563	 
1.92169	 926074	 926571	 926571	 -65.4472	 -65.4472	 -65.4472	 -530915	 -530933	 -530933	 
1.92169	 911504	 912002	 912002	 -65.4517	 -65.4517	 -65.4517	 -522570	 -522589	 -522589	 
1.93148	 926111	 926608	 926608	 -65.4517	 -65.4517	 -65.4517	 -530942	 -530960	 -530960	 
1.93148	 911474	 911972	 911972	 -65.4562	 -65.4562	 -65.4562	 -522558	 -522577	 -522577	 
1.94127	 926111	 926608	 926608	 -65.4562	 -65.4562	 -65.4562	 -530947	 -530965	 -530965	 
1.94127	 911406	 911903	 911903	 -65.4607	 -65.4607	 -65.4607	 -522524	 -522543	 -522543	 
1.95106	 926091	 926587	 926587	 -65.4607	 -65.4607	 -65.4607	 -530941	 -530959	 -530959	 
1.95106	 911318	 911815	 911815	 -65.4652	 -65.4652	 -65.4652	 -522479	 -522498	 -522498	 
1.96085	 926062	 926558	 926558	 -65.4652	 -65.4652	 -65.4652	 -530930	 -530948	 -530948	 
1.96085	 911221	 911719	 911719	 -65.4698	 -65.4698	 -65.4698	 -522430	 -522448	 -522448	 
1.97063	 926030	 926527	 926527	 -65.4698	 -65.4698	 -65.4698	 -530918	 -530936	 -530936	 
1.97063	 911123	 911620	 911620	 -65.4744	 -65.4744	 -65.4744	 -522379	 -522397	 -522397	 
1.98042	 926001	 926497	 926497	 -65.4744	 -65.4744	 -65.4744	 -530907	 -530925	 -530925	 
1.98042	 911026	 911523	 911523	 -65.479	 -65.479	 -65.479	 -522329	 -522347	 -522347	 
1.99021	 925974	 926471	 926471	 -65.479	 -65.479	 -65.479	 -530897	 -530915	 -530915	 
1.99021	 910932	 911429	 911429	 -65.4836	 -65.4836	 -65.4836	 -522280	 -522299	 -522299	 
2	 925952	 926448	 926448	 -65.4836	 -65.4836	 -65.4836	 -530890	 -530908	 -530908	 
2	 910843	 911340	 911340	 -65.4882	 -65.4882	 -65.4882	 -522235	 -522253	 -522253	 
2.01099	 925202	 925698	 925698	 -65.4888	 -65.4888	 -65.4888	 -530470	 -530487	 -530487	 
2.01099	 909001	 909498	 909498	 -65.494	 -65.494	 -65.494	 -521186	 -521204	 -521204	 
2.02305	 924906	 925402	 925402	 -65.4945	 -65.4945	 -65.4945	 -530309	 -530326	 -530326	 
2.02305	 908266	 908763	 908763	 -65.5003	 -65.5003	 -65.5003	 -520767	 -520785	 -520785	 
2.03542	 925918	 926414	 926414	 -65.5005	 -65.5005	 -65.5005	 -530891	 -530908	 -530908	 
2.03542	 908886	 909383	 909383	 -65.5064	 -65.5064	 -65.5064	 -521124	 -521142	 -521142	 
2.04828	 926572	 927067	 927067	 -65.5067	 -65.5067	 -65.5067	 -531270	 -531287	 -531287	 
2.04828	 908969	 909466	 909466	 -65.5129	 -65.5129	 -65.5129	 -521174	 -521192	 -521192	 
2.0615	 926841	 927337	 927337	 -65.5131	 -65.5131	 -65.5131	 -531431	 -531448	 -531448	 
2.0615	 909220	 909717	 909717	 -65.5195	 -65.5195	 -65.5195	 -521322	 -521340	 -521340	 
2.0753	 927264	 927759	 927759	 -65.5198	 -65.5198	 -65.5198	 -531678	 -531695	 -531695	 
2.0753	 909015	 909511	 909511	 -65.5266	 -65.5266	 -65.5266	 -521208	 -521225	 -521225	 
2.08931	 927532	 928027	 928027	 -65.5267	 -65.5267	 -65.5267	 -531838	 -531855	 -531855	 
2.08931	 909424	 909920	 909920	 -65.5336	 -65.5336	 -65.5336	 -521446	 -521464	 -521464	 
2.10332	 928079	 928574	 928574	 -65.5336	 -65.5336	 -65.5336	 -532158	 -532175	 -532175	 
2.10332	 909863	 910359	 910359	 -65.5405	 -65.5405	 -65.5405	 -521702	 -521720	 -521720	 
2.11733	 928394	 928889	 928889	 -65.5405	 -65.5405	 -65.5405	 -532344	 -532361	 -532361	 
2.11733	 910068	 910564	 910564	 -65.5476	 -65.5476	 -65.5476	 -521826	 -521844	 -521844	 
2.13112	 929130	 929625	 929625	 -65.5474	 -65.5474	 -65.5474	 -532769	 -532786	 -532786	 
2.13112	 910448	 910944	 910944	 -65.5544	 -65.5544	 -65.5544	 -522049	 -522067	 -522067	 
2.1447	 929247	 929741	 929741	 -65.5543	 -65.5543	 -65.5543	 -532843	 -532860	 -532860	 
2.1447	 910654	 911149	 911149	 -65.5611	 -65.5611	 -65.5611	 -522174	 -522192	 -522192	 
2.15827	 929180	 929675	 929675	 -65.5611	 -65.5611	 -65.5611	 -532812	 -532829	 -532829	 
2.15827	 910482	 910977	 910977	 -65.568	 -65.568	 -65.568	 -522083	 -522100	 -522100	 
2.17163	 929322	 929816	 929816	 -65.5679	 -65.5679	 -65.5679	 -532899	 -532916	 -532916	 
2.17163	 910720	 911216	 911216	 -65.5748	 -65.5748	 -65.5748	 -522226	 -522243	 -522243	 
2.185	 929285	 929779	 929779	 -65.5748	 -65.5748	 -65.5748	 -532885	 -532901	 -532901	 
2.185	 910581	 911076	 911076	 -65.5816	 -65.5816	 -65.5816	 -522152	 -522170	 -522170	 
2.19836	 929354	 929849	 929849	 -65.5816	 -65.5816	 -65.5816	 -532931	 -532947	 -532947	 
2.19836	 910548	 911043	 911043	 -65.5885	 -65.5885	 -65.5885	 -522139	 -522156	 -522156	 
2.21172	 929484	 929978	 929978	 -65.5885	 -65.5885	 -65.5885	 -533011	 -533027	 -533027	 
2.21172	 910575	 911070	 911070	 -65.5955	 -65.5955	 -65.5955	 -522160	 -522177	 -522177	 
2.22508	 929646	 930140	 930140	 -65.5955	 -65.5955	 -65.5955	 -533109	 -533125	 -533125	 
2.22508	 910634	 911129	 911129	 -65.6025	 -65.6025	 -65.6025	 -522199	 -522216	 -522216	 
2.23844	 929822	 930316	 930316	 -65.6025	 -65.6025	 -65.6025	 -533215	 -533231	 -533231	 
2.23844	 910709	 911203	 911203	 -65.6095	 -65.6095	 -65.6095	 -522247	 -522264	 -522264	 
2.2518	 930004	 930498	 930498	 -65.6095	 -65.6095	 -65.6095	 -533324	 -533340	 -533340	 
2.2518	 910789	 911283	 911283	 -65.6165	 -65.6165	 -65.6165	 -522297	 -522314	 -522314	 
2.2654	 930076	 930570	 930570	 -65.6167	 -65.6167	 -65.6167	 -533370	 -533386	 -533386	 
2.2654	 910521	 911016	 911016	 -65.6239	 -65.6239	 -65.6239	 -522148	 -522165	 -522165	 
2.27901	 930430	 930924	 930924	 -65.6239	 -65.6239	 -65.6239	 -533577	 -533593	 -533593	 
2.27901	 910771	 911265	 911265	 -65.6312	 -65.6312	 -65.6312	 -522295	 -522311	 -522311	 
2.29261	 930693	 931187	 931187	 -65.6312	 -65.6312	 -65.6312	 -533732	 -533748	 -533748	 
2.29261	 910929	 911423	 911423	 -65.6385	 -65.6385	 -65.6385	 -522389	 -522406	 -522406	 
2.30648	 930773	 931266	 931266	 -65.6386	 -65.6386	 -65.6386	 -533782	 -533798	 -533798	 
2.30648	 910644	 911138	 911138	 -65.6461	 -65.6461	 -65.6461	 -522229	 -522246	 -522246	 
2.32063	 930549	 931042	 931042	 -65.6463	 -65.6463	 -65.6463	 -533660	 -533676	 -533676	 
2.32063	 910523	 911017	 911017	 -65.6539	 -65.6539	 -65.6539	 -522163	 -522179	 -522179	 
2.33509	 930854	 931347	 931347	 -65.6541	 -65.6541	 -65.6541	 -533838	 -533854	 -533854	 
2.33509	 910439	 910934	 910934	 -65.662	 -65.662	 -65.662	 -522117	 -522134	 -522134	 
2.34986	 931192	 931684	 931684	 -65.6622	 -65.6622	 -65.6622	 -534035	 -534051	 -534051	 
2.34986	 910372	 910866	 910866	 -65.6703	 -65.6703	 -65.6703	 -522080	 -522097	 -522097	 
2.36431	 931870	 932362	 932362	 -65.6701	 -65.6701	 -65.6701	 -534425	 -534441	 -534441	 
2.36431	 911235	 911729	 911729	 -65.6781	 -65.6781	 -65.6781	 -522577	 -522594	 -522594	 
2.37876	 931888	 932381	 932381	 -65.6781	 -65.6781	 -65.6781	 -534440	 -534455	 -534455	 
2.37876	 911142	 911636	 911636	 -65.6861	 -65.6861	 -65.6861	 -522528	 -522544	 -522544	 
2.39321	 931897	 932390	 932390	 -65.6861	 -65.6861	 -65.6861	 -534449	 -534464	 -534464	 
2.39321	 911040	 911534	 911534	 -65.6942	 -65.6942	 -65.6942	 -522473	 -522489	 -522489	 
2.40732	 932070	 932562	 932562	 -65.694	 -65.694	 -65.694	 -534550	 -534565	 -534565	 
2.40732	 911422	 911916	 911916	 -65.7019	 -65.7019	 -65.7019	 -522695	 -522711	 -522711	 
2.42177	 931635	 932128	 932128	 -65.7021	 -65.7021	 -65.7021	 -534306	 -534321	 -534321	 
2.42177	 910551	 911044	 911044	 -65.7102	 -65.7102	 -65.7102	 -522199	 -522215	 -522215	 
2.43699	 930874	 931367	 931367	 -65.7107	 -65.7107	 -65.7107	 -533876	 -533892	 -533892	 
2.43699	 909493	 909987	 909987	 -65.7193	 -65.7193	 -65.7193	 -521595	 -521611	 -521611	 
2.45221	 931480	 931972	 931972	 -65.7193	 -65.7193	 -65.7193	 -534224	 -534239	 -534239	 
2.45221	 909981	 910475	 910475	 -65.728	 -65.728	 -65.728	 -521874	 -521890	 -521890	 
2.46786	 931497	 931990	 931990	 -65.7282	 -65.7282	 -65.7282	 -534236	 -534251	 -534251	 
2.46786	 909499	 909993	 909993	 -65.7372	 -65.7372	 -65.7372	 -521598	 -521614	 -521614	 
2.48449	 930866	 931359	 931359	 -65.7378	 -65.7378	 -65.7378	 -533880	 -533895	 -533895	 
2.48449	 908475	 908968	 908968	 -65.7474	 -65.7474	 -65.7474	 -521010	 -521026	 -521026	 
2.50167	 930920	 931412	 931412	 -65.7477	 -65.7477	 -65.7477	 -533913	 -533928	 -533928	 
2.50167	 908521	 909014	 909014	 -65.7577	 -65.7577	 -65.7577	 -521033	 -521049	 -521049	 
2.51947	 931298	 931790	 931790	 -65.758	 -65.758	 -65.758	 -534130	 -534145	 -534145	 
2.51947	 908315	 908808	 908808	 -65.7684	 -65.7684	 -65.7684	 -520912	 -520928	 -520928	 
2.53727	 931980	 932472	 932472	 -65.7684	 -65.7684	 -65.7684	 -534520	 -534535	 -534535	 
2.53727	 908856	 909349	 909349	 -65.7789	 -65.7789	 -65.7789	 -521221	 -521237	 -521237	 
2.55506	 932159	 932651	 932651	 -65.7789	 -65.7789	 -65.7789	 -534623	 -534638	 -534638	 
2.55506	 908894	 909387	 909387	 -65.7894	 -65.7894	 -65.7894	 -521243	 -521259	 -521259	 
2.57286	 932138	 932630	 932630	 -65.7894	 -65.7894	 -65.7894	 -534612	 -534627	 -534627	 
2.57286	 908732	 909226	 909226	 -65.8	 -65.8	 -65.8	 -521151	 -521167	 -521167	 
2.59066	 932047	 932539	 932539	 -65.8	 -65.8	 -65.8	 -534561	 -534576	 -534576	 
2.59066	 908502	 908995	 908995	 -65.8107	 -65.8107	 -65.8107	 -521019	 -521035	 -521035	 
2.60771	 932376	 932869	 932869	 -65.8102	 -65.8102	 -65.8102	 -534748	 -534764	 -534764	 
2.60771	 909253	 909748	 909748	 -65.8205	 -65.8205	 -65.8205	 -521453	 -521469	 -521469	 
2.62406	 932680	 933175	 933175	 -65.8201	 -65.8201	 -65.8201	 -534922	 -534938	 -534938	 
2.62406	 909435	 909932	 909932	 -65.83	 -65.83	 -65.83	 -521561	 -521578	 -521578	 
2.6404	 931727	 932226	 932226	 -65.83	 -65.83	 -65.83	 -534379	 -534397	 -534397	 
2.6404	 908358	 908857	 908857	 -65.8399	 -65.8399	 -65.8399	 -520946	 -520966	 -520966	 
2.65604	 932256	 932759	 932759	 -65.8395	 -65.8395	 -65.8395	 -534679	 -534700	 -534700	 
2.65604	 908822	 909326	 909326	 -65.849	 -65.849	 -65.849	 -521215	 -521237	 -521237	 
2.67167	 931391	 931900	 931900	 -65.849	 -65.849	 -65.849	 -534186	 -534210	 -534210	 
2.67167	 907838	 908349	 908349	 -65.8587	 -65.8587	 -65.8587	 -520654	 -520679	 -520679	 
2.6866	 931929	 932445	 932445	 -65.8582	 -65.8582	 -65.8582	 -534491	 -534519	 -534519	 
2.6866	 908377	 908894	 908894	 -65.8674	 -65.8674	 -65.8674	 -520964	 -520994	 -520994	 
2.70084	 931448	 931971	 931971	 -65.867	 -65.867	 -65.867	 -534215	 -534248	 -534248	 
2.70084	 908483	 909008	 909008	 -65.8759	 -65.8759	 -65.8759	 -521028	 -521062	 -521062	 
2.71509	 930385	 930916	 930916	 -65.8759	 -65.8759	 -65.8759	 -533609	 -533646	 -533646	 
2.71509	 907316	 907849	 907849	 -65.8848	 -65.8848	 -65.8848	 -520362	 -520400	 -520400	 
2.72866	 930755	 931293	 931293	 -65.8843	 -65.8843	 -65.8843	 -533818	 -533858	 -533858	 
2.72866	 907780	 908318	 908318	 -65.8928	 -65.8928	 -65.8928	 -520629	 -520670	 -520670	 
2.74222	 929832	 930375	 930375	 -65.8928	 -65.8928	 -65.8928	 -533290	 -533334	 -533334	 
2.74222	 906759	 907303	 907303	 -65.9014	 -65.9014	 -65.9014	 -520045	 -520090	 -520090	 
