Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pZ	 L2N20pZ	 L3N20pZ	 L1N20FZ	 L2N20FZ	 L3N20FZ	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
10.0909	 835120	 835622	 835622	 -73.1663	 -73.1663	 -73.1663	 -485180	 -485202	 -485202	 
10.0909	 800242	 800744	 800744	 -73.1786	 -73.1786	 -73.1786	 -464919	 -464942	 -464942	 
10.1039	 835241	 835741	 835741	 -73.1786	 -73.1786	 -73.1786	 -485276	 -485296	 -485296	 
10.1039	 800417	 800917	 800917	 -73.191	 -73.191	 -73.191	 -465045	 -465066	 -465066	 
10.1167	 835525	 836023	 836023	 -73.1908	 -73.1908	 -73.1908	 -485464	 -485484	 -485484	 
10.1167	 801094	 801593	 801593	 -73.2029	 -73.2029	 -73.2029	 -465462	 -465482	 -465482	 
10.1295	 835411	 835908	 835908	 -73.2029	 -73.2029	 -73.2029	 -485423	 -485442	 -485442	 
10.1295	 801033	 801530	 801530	 -73.2151	 -73.215	 -73.215	 -465450	 -465469	 -465469	 
10.1423	 835408	 835903	 835903	 -73.215	 -73.215	 -73.215	 -485446	 -485464	 -485464	 
10.1423	 801083	 801578	 801578	 -73.2272	 -73.2271	 -73.2271	 -465503	 -465521	 -465521	 
10.1551	 835472	 835965	 835965	 -73.2272	 -73.2271	 -73.2271	 -485508	 -485525	 -485525	 
10.1551	 801199	 801694	 801694	 -73.2392	 -73.2392	 -73.2392	 -465594	 -465612	 -465612	 
10.1679	 835571	 836063	 836063	 -73.2392	 -73.2392	 -73.2392	 -485590	 -485606	 -485606	 
10.1679	 801352	 801845	 801845	 -73.2513	 -73.2513	 -73.2513	 -465706	 -465723	 -465723	 
10.1807	 835687	 836178	 836178	 -73.2513	 -73.2513	 -73.2513	 -485682	 -485697	 -485697	 
10.1807	 801521	 802013	 802013	 -73.2633	 -73.2633	 -73.2633	 -465828	 -465844	 -465844	 
10.1935	 835810	 836300	 836300	 -73.2633	 -73.2633	 -73.2633	 -485777	 -485792	 -485792	 
10.1935	 801698	 802189	 802189	 -73.2754	 -73.2754	 -73.2754	 -465954	 -465970	 -465970	 
10.2061	 836101	 836590	 836590	 -73.2752	 -73.2752	 -73.2752	 -485970	 -485985	 -485985	 
10.2061	 802410	 802900	 802900	 -73.287	 -73.287	 -73.287	 -466391	 -466406	 -466406	 
10.2187	 835967	 836456	 836456	 -73.287	 -73.287	 -73.287	 -485917	 -485931	 -485931	 
10.2187	 802328	 802818	 802818	 -73.2988	 -73.2988	 -73.2988	 -466368	 -466382	 -466382	 
10.2313	 835942	 836430	 836430	 -73.2988	 -73.2988	 -73.2988	 -485927	 -485941	 -485941	 
10.2313	 802356	 802845	 802845	 -73.3106	 -73.3106	 -73.3106	 -466408	 -466422	 -466422	 
10.2439	 835982	 836470	 836470	 -73.3106	 -73.3106	 -73.3106	 -485975	 -485989	 -485989	 
10.2439	 802449	 802938	 802938	 -73.3223	 -73.3223	 -73.3223	 -466485	 -466499	 -466499	 
10.2565	 836054	 836542	 836542	 -73.3223	 -73.3223	 -73.3223	 -486041	 -486055	 -486055	 
10.2565	 802574	 803063	 803063	 -73.3341	 -73.3341	 -73.3341	 -466581	 -466595	 -466595	 
10.2691	 836138	 836627	 836627	 -73.3341	 -73.3341	 -73.3341	 -486114	 -486128	 -486128	 
10.2691	 802712	 803201	 803201	 -73.3458	 -73.3458	 -73.3458	 -466684	 -466699	 -466699	 
10.2817	 836224	 836713	 836713	 -73.3458	 -73.3458	 -73.3458	 -486188	 -486202	 -486202	 
10.2817	 802852	 803341	 803341	 -73.3575	 -73.3575	 -73.3575	 -466789	 -466804	 -466804	 
10.2941	 836484	 836973	 836973	 -73.3573	 -73.3573	 -73.3573	 -486363	 -486377	 -486377	 
10.2941	 803565	 804055	 804055	 -73.3688	 -73.3688	 -73.3688	 -467227	 -467242	 -467242	 
10.3065	 836288	 836777	 836777	 -73.3688	 -73.3688	 -73.3688	 -486274	 -486288	 -486288	 
10.3065	 803422	 803912	 803912	 -73.3803	 -73.3803	 -73.3803	 -467167	 -467182	 -467182	 
10.3189	 836203	 836693	 836693	 -73.3803	 -73.3803	 -73.3803	 -486249	 -486264	 -486264	 
10.3189	 803389	 803880	 803880	 -73.3917	 -73.3917	 -73.3917	 -467172	 -467188	 -467188	 
10.3313	 836184	 836675	 836675	 -73.3917	 -73.3917	 -73.3917	 -486262	 -486277	 -486277	 
10.3313	 803423	 803915	 803915	 -73.4031	 -73.4031	 -73.4031	 -467215	 -467231	 -467231	 
10.3436	 836197	 836689	 836689	 -73.4031	 -73.4031	 -73.4031	 -486294	 -486310	 -486310	 
10.3436	 803490	 803982	 803982	 -73.4146	 -73.4145	 -73.4145	 -467277	 -467293	 -467293	 
10.356	 836224	 836716	 836716	 -73.4145	 -73.4145	 -73.4145	 -486333	 -486349	 -486349	 
10.356	 803569	 804062	 804062	 -73.4259	 -73.4259	 -73.4259	 -467346	 -467363	 -467363	 
10.3684	 836252	 836746	 836746	 -73.4259	 -73.4259	 -73.4259	 -486374	 -486391	 -486391	 
10.3684	 803651	 804145	 804145	 -73.4373	 -73.4373	 -73.4373	 -467417	 -467435	 -467435	 
10.3808	 836279	 836774	 836774	 -73.4373	 -73.4373	 -73.4373	 -486413	 -486431	 -486431	 
10.3808	 803732	 804227	 804227	 -73.4487	 -73.4487	 -73.4487	 -467487	 -467505	 -467505	 
10.3932	 836302	 836798	 836798	 -73.4487	 -73.4487	 -73.4487	 -486451	 -486469	 -486469	 
10.3932	 803808	 804305	 804305	 -73.46	 -73.46	 -73.46	 -467555	 -467573	 -467573	 
10.4056	 836321	 836818	 836818	 -73.46	 -73.46	 -73.46	 -486486	 -486505	 -486505	 
10.4056	 803881	 804378	 804378	 -73.4713	 -73.4713	 -73.4713	 -467620	 -467640	 -467640	 
10.4179	 836336	 836834	 836834	 -73.4713	 -73.4713	 -73.4713	 -486519	 -486538	 -486538	 
10.4179	 803950	 804449	 804449	 -73.4826	 -73.4826	 -73.4826	 -467684	 -467704	 -467704	 
10.4303	 836348	 836848	 836848	 -73.4826	 -73.4826	 -73.4826	 -486550	 -486570	 -486570	 
10.4303	 804016	 804516	 804516	 -73.4939	 -73.4939	 -73.4939	 -467745	 -467766	 -467766	 
10.4427	 836358	 836859	 836859	 -73.4939	 -73.4939	 -73.4939	 -486580	 -486601	 -486601	 
10.4427	 804081	 804582	 804582	 -73.5051	 -73.5051	 -73.5051	 -467806	 -467828	 -467828	 
10.4551	 836367	 836870	 836870	 -73.5051	 -73.5051	 -73.5051	 -486609	 -486631	 -486631	 
10.4551	 804145	 804647	 804647	 -73.5164	 -73.5164	 -73.5164	 -467867	 -467889	 -467889	 
10.4675	 836376	 836880	 836880	 -73.5164	 -73.5164	 -73.5164	 -486639	 -486661	 -486661	 
10.4675	 804209	 804713	 804713	 -73.5276	 -73.5276	 -73.5276	 -467927	 -467950	 -467950	 
10.4799	 836386	 836891	 836891	 -73.5276	 -73.5276	 -73.5276	 -486669	 -486692	 -486692	 
10.4799	 804274	 804779	 804779	 -73.5388	 -73.5388	 -73.5388	 -467988	 -468012	 -468012	 
10.4926	 836162	 836667	 836667	 -73.5391	 -73.5391	 -73.5391	 -486563	 -486587	 -486587	 
10.4926	 803564	 804070	 804070	 -73.5505	 -73.5505	 -73.5505	 -467599	 -467623	 -467623	 
10.5052	 836547	 837055	 837055	 -73.5505	 -73.5505	 -73.5505	 -486811	 -486836	 -486836	 
10.5052	 804007	 804515	 804515	 -73.5619	 -73.5619	 -73.5619	 -467880	 -467905	 -467905	 
10.5179	 836771	 837279	 837279	 -73.5619	 -73.5619	 -73.5619	 -486965	 -486990	 -486990	 
10.5179	 804289	 804797	 804797	 -73.5734	 -73.5733	 -73.5733	 -468066	 -468092	 -468092	 
10.5306	 836896	 837405	 837405	 -73.5734	 -73.5733	 -73.5733	 -487062	 -487088	 -487088	 
10.5306	 804472	 804982	 804982	 -73.5847	 -73.5847	 -73.5847	 -468196	 -468223	 -468223	 
10.5433	 836971	 837481	 837481	 -73.5847	 -73.5847	 -73.5847	 -487130	 -487157	 -487157	 
10.5433	 804605	 805116	 805116	 -73.5961	 -73.5961	 -73.5961	 -468298	 -468324	 -468324	 
10.556	 837022	 837533	 837533	 -73.5961	 -73.5961	 -73.5961	 -487185	 -487212	 -487212	 
10.556	 804715	 805226	 805226	 -73.6075	 -73.6074	 -73.6074	 -468385	 -468413	 -468413	 
10.5687	 837065	 837577	 837577	 -73.6075	 -73.6074	 -73.6074	 -487235	 -487262	 -487262	 
10.5687	 804817	 805329	 805329	 -73.6188	 -73.6188	 -73.6188	 -468468	 -468496	 -468496	 
10.5814	 837106	 837618	 837618	 -73.6188	 -73.6188	 -73.6188	 -487284	 -487311	 -487311	 
10.5814	 804917	 805429	 805429	 -73.6301	 -73.6301	 -73.6301	 -468551	 -468579	 -468579	 
10.594	 837149	 837662	 837662	 -73.6301	 -73.6301	 -73.6301	 -487333	 -487361	 -487361	 
10.594	 805019	 805532	 805532	 -73.6414	 -73.6414	 -73.6414	 -468634	 -468662	 -468662	 
10.6067	 837195	 837708	 837708	 -73.6414	 -73.6414	 -73.6414	 -487385	 -487413	 -487413	 
10.6067	 805124	 805638	 805638	 -73.6526	 -73.6526	 -73.6526	 -468719	 -468748	 -468748	 
10.6194	 837246	 837759	 837759	 -73.6526	 -73.6526	 -73.6526	 -487439	 -487467	 -487467	 
10.6194	 805234	 805748	 805748	 -73.6639	 -73.6639	 -73.6639	 -468807	 -468836	 -468836	 
10.6325	 836205	 836718	 836718	 -73.6643	 -73.6643	 -73.6643	 -486864	 -486892	 -486892	 
10.6325	 804282	 804795	 804795	 -73.6759	 -73.6759	 -73.6759	 -468278	 -468306	 -468306	 
10.6457	 836794	 837307	 837307	 -73.6759	 -73.6759	 -73.6759	 -487231	 -487258	 -487258	 
10.6457	 804933	 805446	 805446	 -73.6874	 -73.6874	 -73.6874	 -468680	 -468708	 -468708	 
10.6588	 837147	 837659	 837659	 -73.6874	 -73.6874	 -73.6874	 -487460	 -487488	 -487488	 
10.6588	 805348	 805860	 805860	 -73.699	 -73.699	 -73.699	 -468945	 -468973	 -468973	 
10.6719	 837362	 837874	 837874	 -73.699	 -73.699	 -73.699	 -487611	 -487638	 -487638	 
10.6719	 805625	 806137	 806137	 -73.7105	 -73.7105	 -73.7105	 -469131	 -469158	 -469158	 
10.685	 837510	 838021	 838021	 -73.7105	 -73.7105	 -73.7105	 -487722	 -487749	 -487749	 
10.685	 805835	 806347	 806347	 -73.7221	 -73.722	 -73.722	 -469277	 -469305	 -469305	 
10.6982	 837629	 838139	 838139	 -73.7221	 -73.722	 -73.722	 -487817	 -487844	 -487844	 
10.6982	 806017	 806528	 806528	 -73.7335	 -73.7335	 -73.7335	 -469408	 -469435	 -469435	 
10.7113	 837739	 838248	 838248	 -73.7335	 -73.7335	 -73.7335	 -487907	 -487933	 -487933	 
10.7113	 806190	 806700	 806700	 -73.745	 -73.745	 -73.745	 -469534	 -469560	 -469560	 
10.7244	 837850	 838358	 838358	 -73.745	 -73.745	 -73.745	 -487998	 -488023	 -488023	 
10.7244	 806365	 806873	 806873	 -73.7565	 -73.7565	 -73.7565	 -469660	 -469686	 -469686	 
10.7375	 837967	 838474	 838474	 -73.7565	 -73.7564	 -73.7564	 -488091	 -488116	 -488116	 
10.7375	 806545	 807052	 807052	 -73.7679	 -73.7679	 -73.7679	 -469790	 -469815	 -469815	 
10.7506	 838091	 838597	 838597	 -73.7679	 -73.7679	 -73.7679	 -488189	 -488213	 -488213	 
10.7506	 806732	 807239	 807239	 -73.7793	 -73.7793	 -73.7793	 -469924	 -469948	 -469948	 
10.7638	 838224	 838728	 838728	 -73.7793	 -73.7793	 -73.7793	 -488292	 -488316	 -488316	 
10.7638	 806929	 807434	 807434	 -73.7906	 -73.7906	 -73.7906	 -470063	 -470087	 -470087	 
10.7769	 838365	 838869	 838869	 -73.7906	 -73.7906	 -73.7906	 -488401	 -488423	 -488423	 
10.7769	 807134	 807638	 807638	 -73.802	 -73.802	 -73.802	 -470207	 -470230	 -470230	 
10.79	 838516	 839018	 839018	 -73.802	 -73.802	 -73.802	 -488514	 -488536	 -488536	 
10.79	 807349	 807851	 807851	 -73.8133	 -73.8133	 -73.8133	 -470357	 -470379	 -470379	 
10.8031	 838675	 839176	 839176	 -73.8133	 -73.8133	 -73.8133	 -488633	 -488653	 -488653	 
10.8031	 807573	 808073	 808073	 -73.8246	 -73.8246	 -73.8246	 -470512	 -470533	 -470533	 
10.8163	 838843	 839342	 839342	 -73.8246	 -73.8246	 -73.8246	 -488756	 -488776	 -488776	 
10.8163	 807805	 808304	 808304	 -73.8359	 -73.8359	 -73.8359	 -470672	 -470692	 -470692	 
10.8294	 839019	 839516	 839516	 -73.8359	 -73.8359	 -73.8359	 -488884	 -488903	 -488903	 
10.8294	 808045	 808543	 808543	 -73.8472	 -73.8471	 -73.8471	 -470837	 -470856	 -470856	 
10.8425	 839202	 839698	 839698	 -73.8472	 -73.8471	 -73.8471	 -489016	 -489034	 -489034	 
10.8425	 808293	 808789	 808789	 -73.8584	 -73.8584	 -73.8584	 -471006	 -471025	 -471025	 
10.8556	 839392	 839886	 839886	 -73.8584	 -73.8584	 -73.8584	 -489152	 -489170	 -489170	 
10.8556	 808548	 809042	 809042	 -73.8696	 -73.8696	 -73.8696	 -471179	 -471197	 -471197	 
10.8688	 839587	 840080	 840080	 -73.8696	 -73.8696	 -73.8696	 -489292	 -489308	 -489308	 
10.8688	 808809	 809301	 809301	 -73.8808	 -73.8808	 -73.8808	 -471356	 -471372	 -471372	 
10.8819	 839787	 840278	 840278	 -73.8808	 -73.8808	 -73.8808	 -489434	 -489449	 -489449	 
10.8819	 809074	 809565	 809565	 -73.8919	 -73.8919	 -73.8919	 -471535	 -471551	 -471551	 
10.895	 839991	 840481	 840481	 -73.8919	 -73.8919	 -73.8919	 -489578	 -489593	 -489593	 
10.895	 809343	 809833	 809833	 -73.9031	 -73.9031	 -73.9031	 -471717	 -471732	 -471732	 
10.9081	 840198	 840686	 840686	 -73.9031	 -73.9031	 -73.9031	 -489724	 -489738	 -489738	 
10.9081	 809616	 810104	 810104	 -73.9142	 -73.9142	 -73.9142	 -471900	 -471914	 -471914	 
10.9213	 840406	 840893	 840893	 -73.9142	 -73.9142	 -73.9142	 -489871	 -489884	 -489884	 
10.9213	 809889	 810377	 810377	 -73.9253	 -73.9253	 -73.9253	 -472084	 -472098	 -472098	 
10.9344	 840614	 841100	 841100	 -73.9253	 -73.9253	 -73.9253	 -490018	 -490030	 -490030	 
10.9344	 810164	 810650	 810650	 -73.9363	 -73.9363	 -73.9363	 -472269	 -472282	 -472282	 
10.9475	 840822	 841307	 841307	 -73.9363	 -73.9363	 -73.9363	 -490164	 -490176	 -490176	 
10.9475	 810438	 810923	 810923	 -73.9474	 -73.9474	 -73.9474	 -472453	 -472465	 -472465	 
10.9606	 841028	 841512	 841512	 -73.9474	 -73.9474	 -73.9474	 -490310	 -490321	 -490321	 
10.9606	 810711	 811195	 811195	 -73.9584	 -73.9584	 -73.9584	 -472636	 -472648	 -472648	 
10.9738	 841231	 841714	 841714	 -73.9584	 -73.9584	 -73.9584	 -490454	 -490465	 -490465	 
10.9738	 810981	 811464	 811464	 -73.9694	 -73.9694	 -73.9694	 -472818	 -472830	 -472830	 
10.9869	 841431	 841913	 841913	 -73.9694	 -73.9694	 -73.9694	 -490596	 -490606	 -490606	 
10.9869	 811247	 811730	 811730	 -73.9803	 -73.9803	 -73.9803	 -472998	 -473009	 -473009	 
11	 841626	 842108	 842108	 -73.9803	 -73.9803	 -73.9803	 -490735	 -490745	 -490745	 
11	 811509	 811991	 811991	 -73.9913	 -73.9913	 -73.9913	 -473176	 -473186	 -473186	 
11.0122	 843251	 843732	 843732	 -73.9905	 -73.9905	 -73.9905	 -491701	 -491710	 -491710	 
11.0122	 813989	 814470	 814470	 -74.0006	 -74.0006	 -74.0006	 -474644	 -474654	 -474654	 
11.0242	 842495	 842976	 842976	 -74.0005	 -74.0005	 -74.0005	 -491287	 -491297	 -491297	 
11.0242	 813545	 814027	 814027	 -74.0105	 -74.0105	 -74.0105	 -474412	 -474422	 -474422	 
11.0363	 841905	 842386	 842386	 -74.0105	 -74.0105	 -74.0105	 -490970	 -490979	 -490979	 
11.0363	 813016	 813497	 813497	 -74.0205	 -74.0205	 -74.0205	 -474129	 -474139	 -474139	 
11.0483	 841656	 842137	 842137	 -74.0205	 -74.0205	 -74.0205	 -490850	 -490859	 -490859	 
11.0483	 812827	 813307	 813307	 -74.0304	 -74.0304	 -74.0304	 -474043	 -474053	 -474053	 
11.0602	 842407	 842888	 842888	 -74.0303	 -74.0303	 -74.0303	 -491308	 -491317	 -491317	 
11.0602	 813206	 813687	 813687	 -74.0401	 -74.0401	 -74.0401	 -474287	 -474297	 -474297	 
11.0721	 842278	 842758	 842758	 -74.0401	 -74.0401	 -74.0401	 -491256	 -491265	 -491265	 
11.0721	 813137	 813618	 813618	 -74.0499	 -74.0499	 -74.0499	 -474270	 -474280	 -474280	 
11.0839	 842373	 842853	 842853	 -74.0498	 -74.0498	 -74.0498	 -491335	 -491344	 -491344	 
11.0839	 813555	 814036	 814036	 -74.0594	 -74.0594	 -74.0594	 -474536	 -474546	 -474546	 
11.0956	 842259	 842740	 842740	 -74.0594	 -74.0594	 -74.0594	 -491292	 -491301	 -491301	 
11.0956	 813501	 813982	 813982	 -74.0691	 -74.0691	 -74.0691	 -474527	 -474537	 -474537	 
11.1072	 842351	 842832	 842832	 -74.0689	 -74.0689	 -74.0689	 -491368	 -491378	 -491378	 
11.1072	 813916	 814398	 814398	 -74.0784	 -74.0784	 -74.0784	 -474792	 -474802	 -474802	 
11.1188	 842230	 842712	 842712	 -74.0784	 -74.0784	 -74.0784	 -491321	 -491331	 -491331	 
11.1188	 813854	 814336	 814336	 -74.0879	 -74.0879	 -74.0879	 -474778	 -474789	 -474789	 
11.1304	 842206	 842688	 842688	 -74.0879	 -74.0879	 -74.0879	 -491330	 -491341	 -491341	 
11.1304	 813889	 814371	 814371	 -74.0973	 -74.0973	 -74.0973	 -474821	 -474832	 -474832	 
11.142	 842240	 842722	 842722	 -74.0973	 -74.0973	 -74.0973	 -491372	 -491383	 -491383	 
11.142	 813981	 814464	 814464	 -74.1068	 -74.1068	 -74.1068	 -474896	 -474907	 -474907	 
11.1534	 842409	 842892	 842892	 -74.1066	 -74.1066	 -74.1066	 -491493	 -491504	 -491504	 
11.1534	 814480	 814964	 814964	 -74.1159	 -74.1159	 -74.1159	 -475209	 -475221	 -475221	 
11.1649	 842320	 842803	 842803	 -74.1159	 -74.1159	 -74.1159	 -491464	 -491475	 -491475	 
11.1649	 814449	 814933	 814933	 -74.1252	 -74.1252	 -74.1252	 -475213	 -475225	 -475225	 
11.1763	 842302	 842787	 842787	 -74.1252	 -74.1252	 -74.1252	 -491476	 -491488	 -491488	 
11.1763	 814489	 814974	 814974	 -74.1344	 -74.1344	 -74.1344	 -475258	 -475271	 -475271	 
11.1878	 842331	 842816	 842816	 -74.1344	 -74.1344	 -74.1344	 -491515	 -491528	 -491528	 
11.1878	 814576	 815061	 815061	 -74.1437	 -74.1437	 -74.1437	 -475330	 -475343	 -475343	 
11.1992	 842386	 842872	 842872	 -74.1437	 -74.1437	 -74.1437	 -491569	 -491582	 -491582	 
11.1992	 814688	 815174	 815174	 -74.1529	 -74.1529	 -74.1529	 -475417	 -475431	 -475431	 
11.2106	 842453	 842940	 842940	 -74.1529	 -74.1529	 -74.1529	 -491631	 -491644	 -491644	 
11.2106	 814814	 815301	 815301	 -74.162	 -74.162	 -74.162	 -475512	 -475526	 -475526	 
11.2221	 842527	 843015	 843015	 -74.162	 -74.162	 -74.162	 -491696	 -491710	 -491710	 
11.2221	 814946	 815434	 815434	 -74.1712	 -74.1712	 -74.1712	 -475611	 -475625	 -475625	 
11.2335	 842604	 843092	 843092	 -74.1712	 -74.1712	 -74.1712	 -491763	 -491777	 -491777	 
11.2335	 815081	 815570	 815570	 -74.1803	 -74.1803	 -74.1803	 -475711	 -475725	 -475725	 
11.245	 842682	 843171	 843171	 -74.1803	 -74.1803	 -74.1803	 -491830	 -491845	 -491845	 
11.245	 815217	 815707	 815707	 -74.1895	 -74.1895	 -74.1895	 -475812	 -475827	 -475827	 
11.2566	 842645	 843135	 843135	 -74.1896	 -74.1896	 -74.1896	 -491831	 -491846	 -491846	 
11.2566	 814935	 815426	 815426	 -74.1989	 -74.1989	 -74.1989	 -475669	 -475684	 -475684	 
11.2682	 842913	 843404	 843404	 -74.1989	 -74.1989	 -74.1989	 -492009	 -492025	 -492025	 
11.2682	 815264	 815756	 815756	 -74.2081	 -74.2081	 -74.2081	 -475881	 -475897	 -475897	 
11.2798	 843107	 843599	 843599	 -74.2081	 -74.2081	 -74.2081	 -492144	 -492160	 -492160	 
11.2798	 815518	 816010	 816010	 -74.2173	 -74.2173	 -74.2173	 -476051	 -476067	 -476067	 
11.2916	 843125	 843618	 843618	 -74.2174	 -74.2174	 -74.2174	 -492178	 -492194	 -492194	 
11.2916	 815275	 815768	 815768	 -74.2268	 -74.2268	 -74.2268	 -475930	 -475947	 -475947	 
11.3034	 843447	 843941	 843941	 -74.2268	 -74.2268	 -74.2268	 -492387	 -492404	 -492404	 
11.3034	 815660	 816154	 816154	 -74.2361	 -74.2361	 -74.2361	 -476176	 -476193	 -476193	 
11.3154	 842889	 843384	 843384	 -74.2362	 -74.2362	 -74.2362	 -492088	 -492105	 -492105	 
11.3154	 815486	 815981	 815981	 -74.2457	 -74.2457	 -74.2457	 -476097	 -476115	 -476115	 
11.3274	 843270	 843765	 843765	 -74.2457	 -74.2457	 -74.2457	 -492332	 -492350	 -492350	 
11.3274	 815930	 816426	 816426	 -74.2551	 -74.2551	 -74.2551	 -476377	 -476396	 -476396	 
11.3397	 843387	 843883	 843883	 -74.2553	 -74.2553	 -74.2553	 -492423	 -492442	 -492442	 
11.3397	 815761	 816257	 816257	 -74.2649	 -74.2649	 -74.2649	 -476300	 -476319	 -476319	 
11.3519	 843807	 844304	 844304	 -74.2649	 -74.2649	 -74.2649	 -492691	 -492710	 -492710	 
11.3519	 816247	 816744	 816744	 -74.2744	 -74.2744	 -74.2744	 -476606	 -476625	 -476625	 
11.3644	 843936	 844433	 844433	 -74.2746	 -74.2746	 -74.2746	 -492790	 -492809	 -492809	 
11.3644	 816073	 816570	 816570	 -74.2843	 -74.2843	 -74.2843	 -476526	 -476545	 -476545	 
11.3768	 844394	 844891	 844891	 -74.2843	 -74.2843	 -74.2843	 -493079	 -493099	 -493099	 
11.3768	 816598	 817096	 817096	 -74.294	 -74.294	 -74.294	 -476855	 -476874	 -476874	 
11.3893	 844703	 845200	 845200	 -74.294	 -74.294	 -74.294	 -493283	 -493302	 -493302	 
11.3893	 816975	 817473	 817473	 -74.3037	 -74.3037	 -74.3037	 -477097	 -477117	 -477117	 
11.4017	 844927	 845425	 845425	 -74.3037	 -74.3037	 -74.3037	 -493437	 -493457	 -493457	 
11.4017	 817268	 817766	 817766	 -74.3133	 -74.3133	 -74.3133	 -477290	 -477310	 -477310	 
11.4142	 845110	 845609	 845609	 -74.3133	 -74.3133	 -74.3133	 -493568	 -493588	 -493588	 
11.4142	 817519	 818018	 818018	 -74.3229	 -74.3229	 -74.3229	 -477460	 -477480	 -477480	 
11.4267	 845276	 845775	 845775	 -74.3229	 -74.3229	 -74.3229	 -493688	 -493708	 -493708	 
11.4267	 817753	 818252	 818252	 -74.3325	 -74.3325	 -74.3325	 -477620	 -477640	 -477640	 
11.4391	 845437	 845936	 845936	 -74.3325	 -74.3325	 -74.3325	 -493806	 -493826	 -493826	 
11.4391	 817983	 818482	 818482	 -74.3421	 -74.3421	 -74.3421	 -477777	 -477797	 -477797	 
11.4516	 845600	 846098	 846098	 -74.3421	 -74.3421	 -74.3421	 -493925	 -493945	 -493945	 
11.4516	 818214	 818713	 818713	 -74.3516	 -74.3516	 -74.3516	 -477935	 -477955	 -477955	 
11.4641	 845766	 846264	 846264	 -74.3516	 -74.3516	 -74.3516	 -494045	 -494065	 -494065	 
11.4641	 818449	 818947	 818947	 -74.3612	 -74.3612	 -74.3612	 -478095	 -478115	 -478115	 
11.4765	 845937	 846435	 846435	 -74.3612	 -74.3612	 -74.3612	 -494169	 -494189	 -494189	 
11.4765	 818689	 819187	 819187	 -74.3707	 -74.3707	 -74.3707	 -478258	 -478278	 -478278	 
11.4893	 845913	 846411	 846411	 -74.3709	 -74.3709	 -74.3709	 -494179	 -494199	 -494199	 
11.4893	 818279	 818776	 818776	 -74.3806	 -74.3806	 -74.3806	 -478041	 -478061	 -478061	 
11.5021	 846417	 846915	 846915	 -74.3806	 -74.3806	 -74.3806	 -494497	 -494517	 -494517	 
11.5021	 818855	 819353	 819353	 -74.3903	 -74.3903	 -74.3903	 -478400	 -478420	 -478420	 
11.5148	 846786	 847283	 847283	 -74.3903	 -74.3903	 -74.3903	 -494736	 -494755	 -494755	 
11.5148	 819296	 819793	 819793	 -74.3999	 -74.3999	 -74.3999	 -478680	 -478700	 -478700	 
11.5276	 847073	 847570	 847570	 -74.3999	 -74.3999	 -74.3999	 -494928	 -494947	 -494947	 
11.5276	 819656	 820153	 820153	 -74.4096	 -74.4096	 -74.4096	 -478914	 -478933	 -478933	 
11.5404	 847321	 847817	 847817	 -74.4096	 -74.4096	 -74.4096	 -495096	 -495115	 -495115	 
11.5404	 819976	 820472	 820472	 -74.4192	 -74.4192	 -74.4192	 -479124	 -479143	 -479143	 
11.5531	 847552	 848047	 848047	 -74.4192	 -74.4192	 -74.4192	 -495255	 -495274	 -495274	 
11.5531	 820280	 820775	 820775	 -74.4287	 -74.4287	 -74.4287	 -479325	 -479343	 -479343	 
11.5659	 847779	 848274	 848274	 -74.4287	 -74.4287	 -74.4287	 -495412	 -495430	 -495430	 
11.5659	 820580	 821075	 821075	 -74.4383	 -74.4383	 -74.4383	 -479523	 -479541	 -479541	 
11.5791	 847115	 847609	 847609	 -74.4386	 -74.4386	 -74.4386	 -495053	 -495070	 -495070	 
11.5791	 820092	 820586	 820586	 -74.4484	 -74.4484	 -74.4484	 -479263	 -479280	 -479280	 
11.5922	 847752	 848245	 848245	 -74.4484	 -74.4484	 -74.4484	 -495448	 -495465	 -495465	 
11.5922	 820804	 821297	 821297	 -74.4582	 -74.4582	 -74.4582	 -479701	 -479718	 -479718	 
11.6054	 848213	 848705	 848705	 -74.4582	 -74.4582	 -74.4582	 -495741	 -495758	 -495758	 
11.6054	 821341	 821833	 821833	 -74.4679	 -74.4679	 -74.4679	 -480038	 -480054	 -480054	 
11.6185	 848573	 849065	 849065	 -74.4679	 -74.4679	 -74.4679	 -495976	 -495992	 -495992	 
11.6185	 821777	 822268	 822268	 -74.4776	 -74.4776	 -74.4776	 -480316	 -480332	 -480332	 
11.6317	 848885	 849375	 849375	 -74.4776	 -74.4776	 -74.4776	 -496183	 -496198	 -496198	 
11.6317	 822164	 822654	 822654	 -74.4873	 -74.4873	 -74.4873	 -480566	 -480581	 -480581	 
11.6453	 848861	 849350	 849350	 -74.4877	 -74.4877	 -74.4877	 -496195	 -496210	 -496210	 
11.6453	 821560	 822049	 822049	 -74.4977	 -74.4977	 -74.4977	 -480237	 -480252	 -480252	 
11.659	 849654	 850143	 850143	 -74.4977	 -74.4977	 -74.4977	 -496682	 -496696	 -496696	 
11.659	 822434	 822922	 822922	 -74.5077	 -74.5077	 -74.5077	 -480770	 -480785	 -480785	 
11.6726	 850209	 850697	 850697	 -74.5077	 -74.5077	 -74.5077	 -497031	 -497045	 -497045	 
